Course name,Course ID,Top Ten View Counts,Top Ten Course IDs,Top Ten Course Names
High Performance Scientific Computing,764,"26, 24, 24, 24, 19, 18, 17, 17, 16, 16","427, 595, 1016, 1018, 408, 339, 1532, 1028, 373, 1020","Heterogeneous Parallel Programming, Computational Methods for Data Analysis, CS 6210, Advanced Operating Systems, CS 6290, High Performance Computer Architecture, An Introduction to Interactive Programming in Python, Algorithms, Part I, Introduction to Grid Computing, CSE 6220, High-Performance Computing, Machine Learning, CS 7641, Machine Learning"
Understanding Einstein: The Special Theory of Relativity,765,"8, 6, 5, 4, 4, 4, 3, 3, 3, 3","370, 1185, 308, 467, 835, 329, 554, 1325, 1334, 913","Introduction to Mathematical Thinking, QMSE01: Quantum Mechanics for Scientists and Engineers, Game Theory, A Crash Course on Creativity, Machine Learning, Introduction to Logic, Exploring Quantum Physics, Introduction to Cybersecurity, Relativity and Astrophysics, Constitutional Law"
Crafting an Effective Writer: Tools of the Trade,766,"62, 48, 47, 35, 32, 27, 24, 24, 23, 23","990, 352, 1699, 1700, 1561, 1759, 383, 905, 840, 617","Stunt Writing for Personal Growth, Fantasy and Science Fiction: The Human Mind, Our Modern World, How Writers Write, Social Media for Journalists: The Basics, College Writing 2.2x: Principles of Written English, Start writing fiction, Think Again: How to Reason and Argue, Writing for the Web, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, English Composition I: Achieving Expertise"
Astronomy - State of the Art,767,"6, 5, 4, 3, 3, 3, 3, 3, 3, 2","997, 382, 1334, 722, 424, 401, 412, 570, 329, 319","Astronomy: Discovering the Universe, Introduction to Astronomy, Relativity and Astrophysics, From the Big Bang to Dark Energy, A Beginner's Guide to Irrational Behavior, Galaxies and Cosmology, Chemistry: Concept Development and Application, Introduction to Business Communication, Introduction to Logic, Artificial Intelligence for Robotics"
Blended Teaching of World Languages,768,"5, 5, 4, 4, 4, 4, 3, 3, 3, 3","1008, 1001, 1531, 866, 874, 903, 510, 391, 383, 641","Educational Technology, Education in a Changing World,  K-12 Blended & Online Learning, Teaching Character and Creating Positive Classrooms , Foundations of Teaching for Learning 1: Introduction, Teaching Adult Learners, The Fiction of Relationship, Nutrition for Health Promotion and Disease Prevention, Think Again: How to Reason and Argue, Learning Creative Learning"
An Introduction to Financial Accounting,769,"49, 30, 25, 24, 18, 17, 17, 17, 17, 17","345, 1285, 894, 625, 372, 895, 902, 1552, 436, 468","Introduction to Finance, Financial Accounting for Non-Financial Managers, Financial Literacy, An Introduction to Corporate Finance, An Introduction to Operations Management, Financial Planning, Strategic Management, Intro to Accounting, Microeconomics Principles, Finance"
Tecnologías de información y comunicación en la educación,770,"5, 4, 4, 3, 3, 3, 2, 2, 2, 2","1531, 1657, 903, 1541, 1075, 673, 1359, 1794, 1000, 1602"," K-12 Blended & Online Learning, Gamification Design, Teaching Adult Learners, Tecnologías Educativas, Becoming a Dynamic Educator, Pensamiento Científico, The Clinical Psychology of Children and Young People, Media literacy for teachers, Early Childhood Education, Entornos Personales de Aprendizaje (PLE) para el desarrollo profesional docente"
U.S. History: First Peoples to the Civil War and Reconstruction,771,"10, 9, 5, 4, 4, 4, 4, 4, 3, 3","582, 579, 351, 361, 418, 578, 581, 1534, 566, 692","U.S. History 2, History of Ancient Civilization, A History of the World since 1300, Introduction to Statistics, Introduction to Philosophy, Art Appreciation, English Composition I, History 2020: U.S. History from 1877, A Brief History of Humankind, History of Rock, Part Two"
Creating Quality Online Instruction,772,"8, 6, 6, 5, 5, 5, 5, 5, 5, 4","903, 860, 421, 998, 790, 758, 784, 1064, 774, 1160","Teaching Adult Learners, Foundations of Virtual Instruction, E-learning and Digital Cultures, Becoming a Confident Trainer, Instructional Ideas and Technology Tools for Online Success, Educational Technology, Designing an Exemplary Course, Task-based Language Teaching with Digital Tools, Instructional Design for Mobile Learning, DQ 101: Introduction to Decision Quality"
Life Prep,773,"3, 3, 3, 2, 2, 2, 2, 2, 2, 2","569, 1040, 598, 352, 990, 1301, 911, 693, 753, 1060","Exploring Engineering, Success - Achieve Success with Emotional Intelligence, The Modern and the Postmodern, Fantasy and Science Fiction: The Human Mind, Our Modern World, Stunt Writing for Personal Growth, Understanding Europe: Why It Matters and What It Can Offer You, Moralities of Everyday Life, Live!:  A History of Art for Artists, Animators and Gamers, Introduction to Box'Tag, Fairy Tales: Origins and Evolution of Princess Stories"
Instructional Design for Mobile Learning,774,"6, 5, 5, 5, 5, 4, 4, 3, 3, 3","784, 790, 860, 772, 998, 1567, 903, 900, 421, 776","Designing an Exemplary Course, Instructional Ideas and Technology Tools for Online Success, Foundations of Virtual Instruction, Creating Quality Online Instruction, Becoming a Confident Trainer, Advanced Instructional Strategies in the Virtual Classroom, Teaching Adult Learners, Principles of Project Management, E-learning and Digital Cultures, Academia and the MOOC"
Online Reputation for Career Success,775,"5, 5, 4, 4, 4, 4, 4, 3, 3, 3","900, 776, 546, 905, 345, 962, 1160, 772, 433, 820","Principles of Project Management, Academia and the MOOC, Foundations of Business Strategy, Writing for the Web, Introduction to Finance, Project Management for Business Professionals, DQ 101: Introduction to Decision Quality, Creating Quality Online Instruction, Grow to Greatness: Smart Growth for Private Businesses, Part I, Sustainable Product Development"
Academia and the MOOC,776,"5, 5, 4, 4, 4, 4, 4, 4, 3, 3","775, 972, 896, 949, 916, 995, 951, 950, 787, 1217","Online Reputation for Career Success, Ethics and Values in a Multicultural World, Food, Nutrition & Your Health, Instructional Methods in Health Professions Education, Games Based Learning MOOC, Changemaker MOOC: Social Entrepreneurship, Technology Entrepreneurship Part 2, Practice Based Research in the Arts, Get Ready for College English, Introduction to Applied Investing"
Datenmanagement mit SQL,777,"20, 13, 10, 9, 6, 5, 4, 4, 4, 4","593, 303, 1580, 442, 1027, 339, 429, 937, 831, 408","Introduction to Databases, Introduction to Databases, DB: Introduction to Databases, CS50x: Introduction to Computer Science, CS 8803, Special Topics: Introduction to Database Systems, Algorithms, Part I, Creative, Serious and Playful Science of Android Apps, Web-Technologien, Introduction to Programming in Java, An Introduction to Interactive Programming in Python"
The Eurozone Crisis,778,"13, 13, 12, 11, 10, 9, 8, 8, 7, 7","473, 782, 754, 894, 900, 893, 779, 632, 899, 902","Development Economics, Applied Real Estate, Business 101, Financial Literacy, Principles of Project Management, Big Data for Better Performance, Economics of the Media, Introduction to Communication Science, Management for a Competitive Edge, Strategic Management"
Economics of the Media,779,"14, 13, 9, 8, 7, 7, 7, 7, 7, 6","473, 632, 361, 778, 900, 782, 893, 1261, 754, 899","Development Economics, Introduction to Communication Science, Introduction to Statistics, The Eurozone Crisis, Principles of Project Management, Applied Real Estate, Big Data for Better Performance, The secret power of brands, Business 101, Management for a Competitive Edge"
The American Housing Finance System,780,"4, 4, 4, 3, 3, 3, 3, 3, 3, 3","786, 784, 345, 950, 625, 684, 894, 895, 912, 982","Fundamentos para la Dirección de Proyectos, Designing an Exemplary Course, Introduction to Finance, Practice Based Research in the Arts, An Introduction to Corporate Finance, Markets with Frictions, Financial Literacy, Financial Planning, Financial Markets, Monte Carlo Methods in Finance"
Mexico's Economy: Current Prospects and History,781,"3, 3, 3, 2, 2, 2, 2, 2, 2, 2","785, 937, 784, 829, 885, 1012, 973, 950, 810, 990","Entrepreneurship and New Ventures, Web-Technologien, Designing an Exemplary Course, Consumer Behavior in Microeconomics, Foundations of Teaching for Learning 8: Developing Relationships, التقانة والمستشعرات النانوية, College Foundations: Reading, Writing, and Math, Practice Based Research in the Arts, UT.2.01x: Ideas of the Twentieth Century, Stunt Writing for Personal Growth"
Applied Real Estate,782,"31, 20, 19, 16, 15, 15, 13, 12, 10, 10","754, 894, 895, 345, 461, 473, 778, 632, 902, 1010","Business 101, Financial Literacy, Financial Planning, Introduction to Finance, How to Build a Startup, Development Economics, The Eurozone Crisis, Introduction to Communication Science, Strategic Management, DCO042 - Python For Informatics"
Coasts and Communities,783,"4, 4, 4, 4, 4, 4, 3, 3, 3, 3","894, 557, 1052, 1272, 840, 990, 674, 811, 902, 1067","Financial Literacy, Introduction to Complexity, Asset Pricing, Mobiles for Development, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Stunt Writing for Personal Growth, International Organizations Management, SPU27x: Science & Cooking: From Haute Cuisine to Soft Matter Science, Strategic Management, Learning Beyond Letter Grades"
Designing an Exemplary Course,784,"33, 21, 17, 16, 15, 14, 14, 13, 12, 11","790, 998, 873, 903, 1595, 627, 1075, 461, 1182, 1531","Instructional Ideas and Technology Tools for Online Success, Becoming a Confident Trainer, Coaching Teachers: Promoting Changes that Stick , Teaching Adult Learners, Deeper Learning 101, Information Visualization, Becoming a Dynamic Educator, How to Build a Startup, Introduction to Dynamical Systems and Chaos,  K-12 Blended & Online Learning"
Entrepreneurship and New Ventures,785,"12, 12, 11, 11, 11, 10, 10, 9, 9, 8","461, 840, 794, 1158, 1181, 1527, 1253, 782, 1159, 433","How to Build a Startup, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Project Management Basics, Financial Analysis of Entrepreneurial Ideas, Innovation and Design Thinking, Entrepreneurship 101: Who is your customer?, Innovation and enterprise, Applied Real Estate, Lead Like an Entrepreneur, Grow to Greatness: Smart Growth for Private Businesses, Part I"
Fundamentos para la Dirección de Proyectos,786,"11, 5, 5, 4, 4, 4, 4, 4, 4, 4","900, 794, 784, 1181, 893, 372, 899, 324, 780, 904","Principles of Project Management, Project Management Basics, Designing an Exemplary Course, Innovation and Design Thinking, Big Data for Better Performance, An Introduction to Operations Management, Management for a Competitive Edge, Web Development, The American Housing Finance System, User Experience for the Web"
Get Ready for College English,787,"33, 32, 28, 19, 16, 15, 13, 10, 8, 8","617, 581, 1449, 1333, 543, 1122, 1561, 1141, 766, 388","English Composition I: Achieving Expertise, English Composition I, A beginners’ guide to writing in English for university study, College Writing 2.1x: Principles of Written English, English Common Law: Structure and Principles, Inglés profesional - Professional English, College Writing 2.2x: Principles of Written English, X-word Grammar: The Simple Sentence, Crafting an Effective Writer: Tools of the Trade, Computing for Data Analysis"
Health Inequalities,788,"7, 7, 5, 5, 5, 4, 4, 4, 4, 4","897, 896, 892, 986, 903, 1006, 1007, 1000, 917, 443","Foundations of Psychology, Food, Nutrition & Your Health, Becoming Human: Anthropology, So you want to work in the pharmaceutical industry, Teaching Adult Learners, Introduction to Databases, Introduction to Enterprise Computing, Early Childhood Education, EDUC115N: How to Learn Math, CS169.1x: Software as a Service"
Health Technology Assessment,789,"9, 8, 8, 8, 7, 7, 7, 7, 7, 6","1243, 923, 570, 480, 1346, 1140, 1420, 985, 1417, 986","Begin programming: build your first mobile game, PH201x: Health and Society, Introduction to Business Communication, Clinical Terminology for International Students, Introduction to SAP HANA Cloud Platform, Investigative Concepts: FBI Major Case #203 ""Pizza Bomber"", Haptics: Introduction to Haptics, The Future Of Storytelling, The Human Body as a Machine, So you want to work in the pharmaceutical industry"
Instructional Ideas and Technology Tools for Online Success,790,"33, 15, 13, 12, 11, 11, 11, 11, 10, 10","784, 1612, 632, 1595, 409, 1531, 1567, 903, 461, 998","Designing an Exemplary Course, Digital Learning Transition, Introduction to Communication Science, Deeper Learning 101, Fundamentals of Online Education: Planning and Application,  K-12 Blended & Online Learning, Advanced Instructional Strategies in the Virtual Classroom, Teaching Adult Learners, How to Build a Startup, Becoming a Confident Trainer"
Legal Ethical Governance,791,"6, 5, 5, 4, 4, 4, 4, 3, 3, 3","785, 627, 794, 782, 632, 1181, 892, 1521, 1471, 984","Entrepreneurship and New Ventures, Information Visualization, Project Management Basics, Applied Real Estate, Introduction to Communication Science, Innovation and Design Thinking, Becoming Human: Anthropology, Philosophie et modes de vie ; de Socrate à Pierre Hadot et Michel Foucault, Emergency Management, The Fascination of Crystals and Symmetry"
"Locating, Creating, Licensing and Utilizing OERs",792,"6, 5, 5, 4, 4, 4, 4, 3, 3, 3","798, 1594, 794, 1612, 988, 1040, 1532, 1295, 1531, 983","Universal Design and Accessibility for Online Learning, New School Creation, Project Management Basics, Digital Learning Transition, Giving with Purpose, Success - Achieve Success with Emotional Intelligence, Introduction to Grid Computing, Planning Change and Innovation,  K-12 Blended & Online Learning, Design 101 (or Design Basics)"
Pre-Algebra,793,"23, 16, 14, 13, 13, 10, 10, 10, 9, 9","514, 583, 586, 755, 370, 629, 630, 563, 917, 331","Intermediate Algebra, Algebra+, College Algebra Prep, Precalculus Algebra, Introduction to Mathematical Thinking, Visualizing Algebra, College Algebra, Calculus One, EDUC115N: How to Learn Math, Calculus: Single Variable"
Project Management Basics,794,"137, 67, 31, 30, 24, 24, 21, 19, 18, 18","900, 962, 470, 902, 372, 345, 840, 1003, 1261, 1344","Principles of Project Management, Project Management for Business Professionals, Technology Entrepreneurship Part 1, Strategic Management, An Introduction to Operations Management, Introduction to Finance, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Introduction to Enterprise Architecture, The secret power of brands, Business Process Modeling and Analysis"
Python for Informatics: Exploring Information,795,"100, 92, 50, 50, 48, 47, 37, 37, 37, 37","408, 1010, 1176, 600, 1243, 1586, 1272, 1016, 320, 1580","An Introduction to Interactive Programming in Python, DCO042 - Python For Informatics, Concepts in Game Development, M101P: MongoDB for Developers, Begin programming: build your first mobile game, Introduction to Computer Programming, Mobiles for Development, CS 6210, Advanced Operating Systems, Introduction to Computer Science, DB: Introduction to Databases"
Sustainable Healthy Diets,796,"10, 5, 4, 4, 3, 3, 3, 3, 3, 3","896, 534, 1417, 1485, 478, 535, 788, 669, 391, 1532","Food, Nutrition & Your Health, Nutrition, Health, and Lifestyle: Issues and Insights, The Human Body as a Machine, Food for Thought, Nutrition and Physical Activity for Health, Fundamentals of Human Nutrition, Health Inequalities, The New Nordic Diet - from Gastronomy to Health , Nutrition for Health Promotion and Disease Prevention, Introduction to Grid Computing"
The Basics of Exercise Programs for Older Adults,797,"20, 19, 13, 13, 13, 11, 10, 9, 9, 8","896, 1417, 497, 1485, 534, 1418, 1062, 478, 1446, 898","Food, Nutrition & Your Health, The Human Body as a Machine, Exercise Physiology: Understanding the Athlete Within, Food for Thought, Nutrition, Health, and Lifestyle: Issues and Insights, Understanding Common Diseases, Introduction to Elements of Pain, Nutrition and Physical Activity for Health, Exploring anatomy: the human abdomen, Introduction to Nursing in Healthcare"
Universal Design and Accessibility for Online Learning,798,"10, 9, 8, 6, 6, 6, 6, 6, 6, 5","983, 903, 1319, 1612, 1143, 784, 1594, 998, 792, 1532","Design 101 (or Design Basics), Teaching Adult Learners, Today's Online Teacher, Digital Learning Transition, Teaching Online: Reflections on Practice, Designing an Exemplary Course, New School Creation, Becoming a Confident Trainer, Locating, Creating, Licensing and Utilizing OERs, Introduction to Grid Computing"
Introduction aux réseaux cellulaires,799,"5, 3, 3, 3, 3, 3, 2, 2, 2, 2","1498, 898, 937, 1501, 615, 1691, 1514, 1532, 761, 1520","Introduction aux réseaux mobiles, Introduction to Nursing in Healthcare, Web-Technologien, Principes des réseaux de données, Semantic Web Technologies, Arte Latinoamericano con Énfasis Colombia, Introduction aux technologies des médias interactifs numériques, Introduction to Grid Computing, ABC de la Gestion de Projet, Fondamentaux en statistique"
UT.2.01x: Ideas of the Twentieth Century,810,"11, 8, 7, 6, 6, 5, 5, 5, 5, 5","926, 1335, 812, 408, 352, 911, 418, 941, 667, 985","24.00x: Introduction to Philosophy: God, Knowledge and Consciousness, UT.9.01x: Effective Thinking Through Mathematics, UT.3.01x: Age of Globalization, An Introduction to Interactive Programming in Python, Fantasy and Science Fiction: The Human Mind, Our Modern World, Moralities of Everyday Life, Introduction to Philosophy, SW12x: China, Søren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity, The Future Of Storytelling"
SPU27x: Science & Cooking: From Haute Cuisine to Soft Matter Science,811,"13, 10, 9, 6, 6, 5, 5, 5, 5, 5","947, 612, 923, 942, 941, 924, 943, 1614, 895, 1231","GSE1x: Unlocking the Immunity to Change: A New Approach to Personal Improvement, PH278x: Human Health and Global Environmental Change, PH201x: Health and Society, MCB80.1x: Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron, SW12x: China, HSPH-HMS214x: Fundamentals of Clinical Trials, HDS1544.1x: Early Christianity: The Letters of Paul, BUS5.1x: Innovating in Health Care, Financial Planning, Central Challenges of American National Security, Strategy and the Press: An Introduction"
UT.3.01x: Age of Globalization,812,"7, 5, 5, 5, 4, 4, 4, 4, 4, 4","810, 610, 814, 459, 929, 701, 1340, 1040, 941, 939","UT.2.01x: Ideas of the Twentieth Century, ER22x: Justice, UT.1.01x: Energy 101, Organizational Analysis, 3.086x: Innovation and Commercialization, Terrorism and Counterterrorism: Comparing Theory and Practice, International Human Rights, Success - Achieve Success with Emotional Intelligence, SW12x: China, ENG112x: Shakespeare: On the Page and in Performance"
UT.4.01x: Take Your Medicine - The Impact of Drug Development,813,"8, 7, 6, 5, 5, 5, 4, 4, 4, 4","923, 1418, 986, 814, 612, 1337, 934, 1446, 1553, 1493","PH201x: Health and Society, Understanding Common Diseases, So you want to work in the pharmaceutical industry, UT.1.01x: Energy 101, PH278x: Human Health and Global Environmental Change, Linear Algebra - Foundations to Frontiers, Antimicrobial Stewardship: Optimization of Antibiotic Practices, Exploring anatomy: the human abdomen, One Health One Medicine, Medicinal Chemistry: The Molecular Basis of Drug Discovery"
UT.1.01x: Energy 101,814,"9, 7, 7, 6, 6, 6, 5, 5, 5, 5","907, 405, 1337, 444, 536, 637, 1336, 938, 813, 812","ET3034TUx: Solar Energy, Energy 101, Linear Algebra - Foundations to Frontiers, 6.002x: Circuits and Electronics, Global Sustainable Energy: Past, Present and Future, 7.00x: Introduction to Biology - The Secret of Life, Jazz Appreciation, 8.01x: Classical Mechanics, UT.4.01x: Take Your Medicine - The Impact of Drug Development, UT.3.01x: Age of Globalization"
Introduction to Thermodynamics: Transferring Energy from Here to There,815,"27, 21, 20, 18, 18, 18, 15, 15, 15, 14","1496, 370, 825, 656, 1480, 317, 345, 1475, 1174, 352","Introduction to Probability - The Science of Uncertainty, Introduction to Mathematical Thinking, Introductory Physics I with Laboratory, Statistical Molecular Thermodynamics, Intro to Data Science, Model Thinking, Introduction to Finance, Mobile Robotics, Basic Physics, Fantasy and Science Fiction: The Human Mind, Our Modern World"
Child Nutrition and Cooking 2.0,816,"56, 33, 28, 26, 25, 23, 21, 21, 19, 17","896, 534, 1485, 1421, 1417, 383, 1000, 763, 370, 442","Food, Nutrition & Your Health, Nutrition, Health, and Lifestyle: Issues and Insights, Food for Thought, Your Body in the World: Adapting to Your Next Big Adventure, The Human Body as a Machine, Think Again: How to Reason and Argue, Early Childhood Education, Mobile Health Without Borders, Introduction to Mathematical Thinking, CS50x: Introduction to Computer Science"
"Guinea Pigs, Heroes & Desperate Patients: The History & Ethics of Human Research",817,"5, 4, 3, 3, 3, 3, 3, 3, 2, 2","1417, 1537, 350, 1037, 1034, 1418, 1062, 346, 1244, 1446","The Human Body as a Machine, How Viruses Cause Disease, Vaccines, Design and Interpretation of Clinical Trials, Major Depression in the Population: A Public Health Approach, Understanding Common Diseases, Introduction to Elements of Pain, Basic Behavioral Neurology, Cancer in the 21st century - the genomic revolution, Exploring anatomy: the human abdomen"
Internet History: Rise of memes,818
Hippocrates Challenge,819,"15, 14, 13, 12, 12, 11, 11, 9, 9, 8","1421, 1579, 1418, 763, 370, 375, 361, 329, 896, 616","Your Body in the World: Adapting to Your Next Big Adventure, StatLearning: Statistical Learning, Understanding Common Diseases, Mobile Health Without Borders, Introduction to Mathematical Thinking, Computer Science 101, Introduction to Statistics, Introduction to Logic, Food, Nutrition & Your Health, Cryptography I"
Sustainable Product Development,820,"128, 54, 51, 46, 45, 40, 39, 38, 32, 30","470, 840, 345, 893, 370, 1372, 900, 902, 1160, 894","Technology Entrepreneurship Part 1, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Introduction to Finance, Big Data for Better Performance, Introduction to Mathematical Thinking, Globalization of Business Enterprise, Principles of Project Management, Strategic Management, DQ 101: Introduction to Decision Quality, Financial Literacy"
Introduction to Classical Music,821,"32, 18, 18, 15, 15, 13, 10, 10, 9, 9","538, 1358, 1535, 730, 355, 735, 1229, 686, 521, 1477","Music's Big Bang, Fundamentals of Music Theory, Music 1030: Introduction to Music, Exploring Beethoven’s Piano Sonatas, Listening to World Music, Write Like Mozart: An Introduction to Classical Music Composition, Music in the 20th Century, Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics, Jazz Improvisation, World Music"
The Science of Safety in Healthcare,822,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2","896, 481, 763, 617, 837, 478, 943, 990, 918, 389","Food, Nutrition & Your Health, Disaster Preparedness, Mobile Health Without Borders, English Composition I: Achieving Expertise, Health for All Through Primary Health Care, Nutrition and Physical Activity for Health, HDS1544.1x: Early Christianity: The Letters of Paul, Stunt Writing for Personal Growth, HRP258: Statistics in Medicine, Clinical Problem Solving"
Underwater Basketweaving,823,"1, 1, 1, 1","979, 872, 1008, 964","Games in Education: Gamification, First Year Teaching (Elementary Grades) - Success from the Start, Educational Technology, Game Elements for Learning"
Computer Networks,824,"220, 185, 173, 172, 139, 115, 112, 94, 88, 87","1580, 616, 442, 1578, 1017, 1586, 427, 316, 599, 1176","DB: Introduction to Databases, Cryptography I, CS50x: Introduction to Computer Science, Networking: Introduction to Computer Networking, CS 6250, Computer Networks, Introduction to Computer Programming, Heterogeneous Parallel Programming, Information Theory, M101J: MongoDB for Java Developers, Concepts in Game Development"
Introductory Physics I with Laboratory,825,"77, 54, 46, 45, 44, 43, 37, 37, 35, 33","1174, 1041, 1586, 442, 370, 1580, 1176, 925, 427, 388","Basic Physics, Linear Circuits, Introduction to Computer Programming, CS50x: Introduction to Computer Science, Introduction to Mathematical Thinking, DB: Introduction to Databases, Concepts in Game Development, PHYS102x: Electricity & Magnetism, Heterogeneous Parallel Programming, Computing for Data Analysis"
Growing Old Around the Globe,826,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2","347, 898, 763, 799, 355, 864, 733, 962, 950, 348","Cardiac Arrest, Hypothermia, and Resuscitation Science, Introduction to Nursing in Healthcare, Mobile Health Without Borders, Introduction aux réseaux cellulaires, Listening to World Music, Student Thinking at the Core, Epidemiology: The Basic Science of Public Health, Project Management for Business Professionals, Practice Based Research in the Arts, Fundamentals of Pharmacology"
First-Year Composition 2.0,827,"8, 8, 5, 5, 5, 4, 3, 3, 3, 3","617, 581, 370, 787, 1333, 766, 633, 1141, 1449, 990","English Composition I: Achieving Expertise, English Composition I, Introduction to Mathematical Thinking, Get Ready for College English, College Writing 2.1x: Principles of Written English, Crafting an Effective Writer: Tools of the Trade, Writing II: Rhetorical Composing, X-word Grammar: The Simple Sentence, A beginners’ guide to writing in English for university study, Stunt Writing for Personal Growth"
Stat2.2x: Introduction to Statistics: Probability,828,"51, 48, 30, 28, 21, 17, 13, 13, 12, 12","614, 932, 1349, 1496, 361, 334, 1335, 835, 1623, 456","Stat2.1x: Introduction to Statistics: Descriptive Statistics, Stat2.3x: Introduction to Statistics: Inference, Data Analysis and Statistical Inference , Introduction to Probability - The Science of Uncertainty, Introduction to Statistics, Statistics One, UT.9.01x: Effective Thinking Through Mathematics, Machine Learning, 15.071x: The Analytics Edge, Differential Equations in Action"
Consumer Behavior in Microeconomics,829,"6, 6, 5, 4, 4, 4, 4, 4, 3, 3","909, 473, 987, 749, 559, 918, 595, 779, 329, 1009","Rhetoric and Composition: The Persuasive Power of Video Games as Paratexts, Development Economics, Sociocultural Systems, Developing the Sociological Imagination, Spanish Basics, HRP258: Statistics in Medicine, Computational Methods for Data Analysis, Economics of the Media, Introduction to Logic, Behavioural Economics in Action"
Introduction to Psychology,830,"9, 7, 5, 5, 4, 4, 4, 3, 3, 3","897, 647, 971, 638, 555, 1260, 354, 1044, 301, 317","Foundations of Psychology, Introduction to Psychology, Introductory Psychology, Introduction to Psychology as a Science, Social Psychology, The mind is flat: the shocking shallowness of human psychology, Introduction to Sociology, The Design of Everyday Things, Introduction to Artificial Intelligence, Model Thinking"
Introduction to Programming in Java,831,"79, 69, 66, 61, 55, 54, 50, 49, 44, 44","599, 442, 303, 375, 1010, 323, 408, 325, 551, 1243","M101J: MongoDB for Java Developers, CS50x: Introduction to Computer Science, Introduction to Databases, Computer Science 101, DCO042 - Python For Informatics, Design of Computer Programs, An Introduction to Interactive Programming in Python, Programming Languages, HTML5 Game Development, Begin programming: build your first mobile game"
Caries Management by Risk Assessment (CAMBRA),832,"5, 4, 4, 3, 3, 3, 3, 3, 3, 3","881, 478, 1277, 990, 974, 384, 733, 442, 899, 1584","Common Core in Action: Math Formative Assessment, Nutrition and Physical Activity for Health, Einführung in die Wahrscheinlichkeitstheorie, Stunt Writing for Personal Growth, The Fall and Rise of Jerusalem, Medical Neuroscience, Epidemiology: The Basic Science of Public Health, CS50x: Introduction to Computer Science, Management for a Competitive Edge, Understanding and Detecting Deception"
Introduction to Pharmaceutical Manufacturing Technologies,833,"3, 3, 2, 2, 2, 2, 2, 2, 2, 2","990, 986, 816, 911, 1023, 790, 916, 939, 1029, 959","Stunt Writing for Personal Growth, So you want to work in the pharmaceutical industry, Child Nutrition and Cooking 2.0, Moralities of Everyday Life, CS 6475, Advanced Computational Photography, Instructional Ideas and Technology Tools for Online Success, Games Based Learning MOOC, ENG112x: Shakespeare: On the Page and in Performance, Introduction to Recommender Systems, Enhancing Patient Safety through Interprofessional Collaborative Practice"
Building a Basic Website,834,"21, 14, 12, 12, 12, 11, 11, 11, 11, 11","324, 904, 1325, 615, 458, 320, 366, 1243, 442, 553","Web Development, User Experience for the Web, Introduction to Cybersecurity, Semantic Web Technologies, CSCI 1730 - Introduction to Programming Languages, Introduction to Computer Science, Learning from Data (Introductory Machine Learning course), Begin programming: build your first mobile game, CS50x: Introduction to Computer Science, UNSW Computing 1 - The Art of Programming"
Machine Learning,835,"69, 61, 52, 50, 46, 45, 44, 44, 43, 43","366, 1341, 373, 921, 1480, 1020, 339, 370, 592, 893","Learning from Data (Introductory Machine Learning course), Introduction to Computer Science and Programming Using Python, Machine Learning, Analysis of Algorithms, Intro to Data Science, CS 7641, Machine Learning, Algorithms, Part I, Introduction to Mathematical Thinking, Introduction to Artificial Intelligence, Big Data for Better Performance"
Natural Language Processing,836,"27, 17, 9, 9, 7, 7, 7, 7, 7, 6","307, 835, 374, 339, 328, 616, 303, 376, 370, 1020","Natural Language Processing, Machine Learning, Algorithms: Design and Analysis, Part 1, Algorithms, Part I, Compilers, Cryptography I, Introduction to Databases, Automata, Introduction to Mathematical Thinking, CS 7641, Machine Learning"
Health for All Through Primary Health Care,837,"21, 17, 16, 15, 15, 14, 14, 13, 13, 13","763, 1036, 1418, 657, 733, 1568, 898, 499, 420, 534","Mobile Health Without Borders, Statistical Reasoning for Public Health: Estimation, Inference, & Interpretation, Understanding Common Diseases, Interprofessional Healthcare Informatics , Epidemiology: The Basic Science of Public Health, Understanding Research: An Overview for Health Professionals, Introduction to Nursing in Healthcare, Introduction to Pharmacy, Critical Thinking in Global Challenges, Nutrition, Health, and Lifestyle: Issues and Insights"
Analytical Chemistry / Instrumental Analysis,838,"25, 24, 22, 20, 19, 13, 12, 11, 11, 10","1468, 1351, 1297, 825, 1583, 925, 1585, 855, 595, 431","Advanced Chemistry, Introduction to Chemistry, Chemistry – Building Blocks of the World, Introductory Physics I with Laboratory, Chemistry of Beer, PHYS102x: Electricity & Magnetism, Power and elegance of computational thinking, Einführung in Computer Vision, Computational Methods for Data Analysis, How Things Work 1"
