Course name,Course ID,Top Ten View Counts,Top Ten Course IDs,Top Ten Course Names
La Première Guerre mondiale expliquée à travers ses archives,1518,"15, 13, 11, 10, 10, 10, 8, 8, 7, 6","1516, 1517, 1521, 1514, 1520, 1506, 559, 430, 383, 1250","Comprendre le Transmedia Storytelling, Dans le secret des rouages de l’Etat occidental: décryptage du droit constitutionnel, Philosophie et modes de vie ; de Socrate à Pierre Hadot et Michel Foucault, Introduction aux technologies des médias interactifs numériques, Fondamentaux en statistique, Internet, les autres et moi, Spanish Basics, The Modern World: Global History since 1760, Think Again: How to Reason and Argue, England in the time of King Richard III"
SRAS : une « révolution » de la gouvernance mondiale des épidémies ?,1519,"7, 6, 5, 4, 4, 4, 4, 4, 3, 3","1520, 1512, 1368, 1514, 1482, 943, 1518, 1311, 895, 616","Fondamentaux en statistique, La Fabrication Numérique, Bioinformatic Methods I, Introduction aux technologies des médias interactifs numériques, Introduction to Public Speaking, HDS1544.1x: Early Christianity: The Letters of Paul, La Première Guerre mondiale expliquée à travers ses archives, Discrete Inference and Learning in Artificial Vision, Financial Planning, Cryptography I"
Fondamentaux en statistique,1520,"25, 23, 22, 18, 18, 18, 18, 17, 15, 14","1512, 388, 1514, 1579, 595, 691, 1496, 1182, 331, 1482","La Fabrication Numérique, Computing for Data Analysis, Introduction aux technologies des médias interactifs numériques, StatLearning: Statistical Learning, Computational Methods for Data Analysis, Initiation à la théorie des distributions, Introduction to Probability - The Science of Uncertainty, Introduction to Dynamical Systems and Chaos, Calculus: Single Variable, Introduction to Public Speaking"
Philosophie et modes de vie ; de Socrate à Pierre Hadot et Michel Foucault,1521,"19, 11, 11, 10, 9, 9, 9, 8, 8, 8","1516, 1510, 1518, 1514, 1551, 1517, 1520, 418, 1482, 638","Comprendre le Transmedia Storytelling, Scientific Humanities, La Première Guerre mondiale expliquée à travers ses archives, Introduction aux technologies des médias interactifs numériques, General Semantics: An Approach to Effective Language Behavior, Dans le secret des rouages de l’Etat occidental: décryptage du droit constitutionnel, Fondamentaux en statistique, Introduction to Philosophy, Introduction to Public Speaking, Introduction to Psychology as a Science"
Marine Megafauna: An Introduction to Marine Science and Conservation,1522,"23, 15, 12, 11, 11, 10, 10, 10, 9, 9","1445, 1271, 352, 317, 370, 1480, 1496, 1641, 815, 1636","Exploring our oceans, Imagining Other Earths, Fantasy and Science Fiction: The Human Mind, Our Modern World, Model Thinking, Introduction to Mathematical Thinking, Intro to Data Science, Introduction to Probability - The Science of Uncertainty, Marine and Antarctic Science, Introduction to Thermodynamics: Transferring Energy from Here to There, Creative Problem Solving"
Building Mobile Experiences,1523,"96, 93, 93, 83, 78, 73, 67, 63, 60, 60","1480, 1176, 627, 429, 1178, 335, 1701, 1532, 1487, 1496","Intro to Data Science, Concepts in Game Development, Information Visualization, Creative, Serious and Playful Science of Android Apps, Programming Mobile Applications for Android Handheld Systems, Internet History, Technology, and Security, Parallel Programming Concepts, Introduction to Grid Computing, Paradigms of Computer Programming, Introduction to Probability - The Science of Uncertainty"
Principles of Electric Circuits: Part 2,1524,"30, 21, 16, 15, 15, 13, 11, 10, 10, 10","444, 410, 1041, 1475, 1484, 1381, 1236, 1564, 1491, 1232","6.002x: Circuits and Electronics, Fundamentals of Electrical Engineering, Linear Circuits, Mobile Robotics, Embedded Systems - Shape The World, Introduction to Systems Engineering, Discrete Time Signals and Systems, AMRx: Autonomous Mobile Robots, AE1110x: Introduction to Aeronautical Engineering, Principles of Electric Circuits: Part 1"
Historical Relic Treasures and Cultural China: Part 1,1525,"11, 7, 6, 6, 6, 5, 5, 5, 5, 5","513, 892, 1637, 1636, 352, 317, 460, 1261, 1524, 1349","Archaeology's Dirty Little Secrets, Becoming Human: Anthropology, Chinese Language and Culture, Creative Problem Solving, Fantasy and Science Fiction: The Human Mind, Our Modern World, Model Thinking, Introduction to Computational Finance and Financial Econometrics, The secret power of brands, Principles of Electric Circuits: Part 2, Data Analysis and Statistical Inference "
Financial Analysis and Decision Making,1526,"37, 37, 36, 34, 27, 27, 23, 19, 19, 19","1528, 1611, 345, 895, 460, 372, 894, 999, 912, 1527","An Introduction to Credit Risk Management, Financial Analysis, Introduction to Finance, Financial Planning, Introduction to Computational Finance and Financial Econometrics, An Introduction to Operations Management, Financial Literacy, Diagnosing the Financial Health of a Business, Financial Markets, Entrepreneurship 101: Who is your customer?"
Entrepreneurship 101: Who is your customer?,1527,"28, 26, 19, 18, 14, 14, 13, 13, 12, 12","1523, 840, 1526, 470, 1496, 372, 1623, 461, 345, 900","Building Mobile Experiences, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Financial Analysis and Decision Making, Technology Entrepreneurship Part 1, Introduction to Probability - The Science of Uncertainty, An Introduction to Operations Management, 15.071x: The Analytics Edge, How to Build a Startup, Introduction to Finance, Principles of Project Management"
An Introduction to Credit Risk Management,1528,"37, 15, 14, 12, 11, 11, 11, 11, 10, 9","1526, 345, 460, 372, 1611, 895, 1496, 999, 912, 1381","Financial Analysis and Decision Making, Introduction to Finance, Introduction to Computational Finance and Financial Econometrics, An Introduction to Operations Management, Financial Analysis, Financial Planning, Introduction to Probability - The Science of Uncertainty, Diagnosing the Financial Health of a Business, Financial Markets, Introduction to Systems Engineering"
Technology and Ethics,1529,"26, 22, 21, 19, 12, 11, 10, 10, 10, 7","1523, 650, 627, 335, 1381, 1532, 1480, 563, 1176, 591","Building Mobile Experiences, Designing and Executing Information Security Strategies, Information Visualization, Internet History, Technology, and Security, Introduction to Systems Engineering, Introduction to Grid Computing, Intro to Data Science, Calculus One, Concepts in Game Development, TechniCity"
Corrección y Estilo en Español,1530,"7, 6, 5, 5, 5, 4, 4, 4, 4, 3","1537, 1532, 1547, 1529, 1551, 352, 1342, 555, 1523, 1352","How Viruses Cause Disease, Introduction to Grid Computing, Preparació nivell C1 (Suficiència) de Valencià, Technology and Ethics, General Semantics: An Approach to Effective Language Behavior, Fantasy and Science Fiction: The Human Mind, Our Modern World, Buddhist Meditation and the Modern World, Social Psychology, Building Mobile Experiences, Warhol"
 K-12 Blended & Online Learning,1531,"48, 40, 38, 36, 32, 30, 27, 24, 24, 19","1280, 1000, 1001, 1594, 1612, 903, 1595, 388, 998, 1482","Decision Skills: Power Tools to Build Your Life, Early Childhood Education, Education in a Changing World, New School Creation, Digital Learning Transition, Teaching Adult Learners, Deeper Learning 101, Computing for Data Analysis, Becoming a Confident Trainer, Introduction to Public Speaking"
Introduction to Grid Computing,1532,"63, 48, 44, 36, 36, 36, 31, 29, 28, 27","1523, 429, 1016, 1152, 1176, 795, 1585, 1578, 1586, 1580","Building Mobile Experiences, Creative, Serious and Playful Science of Android Apps, CS 6210, Advanced Operating Systems, Data Mining with Weka, Concepts in Game Development, Python for Informatics: Exploring Information, Power and elegance of computational thinking, Networking: Introduction to Computer Networking, Introduction to Computer Programming, DB: Introduction to Databases"
The Age of Sustainable Development,1533,"26, 21, 15, 14, 14, 13, 12, 12, 12, 12","434, 1269, 536, 563, 1015, 1329, 820, 840, 1537, 679","Introduction to Sustainability, How to Change the World, Global Sustainable Energy: Past, Present and Future, Calculus One, Financial Engineering and Risk Management Part II, Climate Change in Four Dimensions, Sustainable Product Development, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, How Viruses Cause Disease, Energy, the Environment, and Our Future"
History 2020: U.S. History from 1877,1534,"31, 21, 13, 12, 11, 11, 11, 11, 10, 10","1535, 967, 990, 627, 559, 352, 430, 380, 418, 1554","Music 1030: Introduction to Music, Creating and Teaching a Pathways Math Course, Stunt Writing for Personal Growth, Information Visualization, Spanish Basics, Fantasy and Science Fiction: The Human Mind, Our Modern World, The Modern World: Global History since 1760, Introductory Human Physiology, Introduction to Philosophy, What is Music? Finding Your Song"
Music 1030: Introduction to Music,1535,"81, 42, 37, 36, 36, 31, 31, 31, 28, 27","1554, 525, 1477, 522, 1486, 1534, 523, 1358, 686, 627","What is Music? Finding Your Song, Introduction to Music Production, World Music, Introduction to Guitar, Introduction to the Music Business, History 2020: U.S. History from 1877, Songwriting, Fundamentals of Music Theory, Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics, Information Visualization"
Poisonings in the Home and Community: Assessment and Emergency Response,1536,"15, 9, 9, 8, 8, 5, 5, 5, 5, 4","1537, 1538, 1418, 481, 555, 1535, 1533, 1417, 896, 346","How Viruses Cause Disease, Introduction to Clinical Neurology, Understanding Common Diseases, Disaster Preparedness, Social Psychology, Music 1030: Introduction to Music, The Age of Sustainable Development, The Human Body as a Machine, Food, Nutrition & Your Health, Basic Behavioral Neurology"
How Viruses Cause Disease,1537,"48, 35, 28, 27, 22, 20, 20, 18, 18, 17","1418, 403, 1417, 384, 1580, 896, 431, 1280, 736, 898","Understanding Common Diseases, Drugs and the Brain, The Human Body as a Machine, Medical Neuroscience, DB: Introduction to Databases, Food, Nutrition & Your Health, How Things Work 1, Decision Skills: Power Tools to Build Your Life, Unpredictable? Randomness, Chance and Free Will, Introduction to Nursing in Healthcare"
Introduction to Clinical Neurology,1538,"27, 22, 22, 19, 19, 19, 17, 16, 16, 16","384, 1418, 1447, 896, 1037, 1448, 898, 1446, 380, 346","Medical Neuroscience, Understanding Common Diseases, Good brain, bad brain: Parkinson's disease, Food, Nutrition & Your Health, Design and Interpretation of Clinical Trials, Understanding Drugs and Addiction, Introduction to Nursing in Healthcare, Exploring anatomy: the human abdomen, Introductory Human Physiology, Basic Behavioral Neurology"
Buscar en Internet,1539,"14, 13, 11, 9, 8, 8, 8, 7, 6, 5","1541, 1742, 1543, 1540, 1744, 1545, 1645, 1544, 1548, 1003","Tecnologías Educativas, Android: introducción a la programación, Bases Matemáticas: números y terminología, Valoración de futbolistas, Bases matemáticas: Integrales, Introducción a la Química, The Art of Drawing and Painting, Fundamentos de Mecánica, Preparació nivell C2 (Superior) de Valencià, Introduction to Enterprise Architecture"
Valoración de futbolistas,1540,"9, 5, 5, 4, 4, 4, 4, 4, 4, 3","1539, 1742, 1547, 1541, 1499, 1543, 1549, 1545, 1544, 1741","Buscar en Internet, Android: introducción a la programación, Preparació nivell C1 (Suficiència) de Valencià, Tecnologías Educativas, Du manager au leader, Bases Matemáticas: números y terminología, Dispositivos Móviles para la Gestión del Territorio, Introducción a la Química, Fundamentos de Mecánica, Fundamentos de Comunicaciones Ópticas"
Tecnologías Educativas,1541,"14, 10, 9, 9, 7, 6, 6, 6, 6, 5","1539, 998, 1094, 1608, 1742, 1531, 1543, 1602, 1000, 1567","Buscar en Internet, Becoming a Confident Trainer, TICs para enseñar y aprender, Interpretación simultánea inglés-español: ejercicios de preparación, Android: introducción a la programación,  K-12 Blended & Online Learning, Bases Matemáticas: números y terminología, Entornos Personales de Aprendizaje (PLE) para el desarrollo profesional docente, Early Childhood Education, Advanced Instructional Strategies in the Virtual Classroom"
Derecho civil foral valenciano,1542,"4, 3, 3, 3, 3, 2, 2, 2, 2, 2","1539, 1544, 1545, 1543, 1541, 1744, 1742, 1540, 1297, 474","Buscar en Internet, Fundamentos de Mecánica, Introducción a la Química, Bases Matemáticas: números y terminología, Tecnologías Educativas, Bases matemáticas: Integrales, Android: introducción a la programación, Valoración de futbolistas, Chemistry – Building Blocks of the World, M101: MongoDB for Developers"
Bases Matemáticas: números y terminología,1543,"19, 13, 12, 11, 11, 10, 9, 8, 8, 7","1744, 1545, 370, 563, 1539, 1113, 1544, 1742, 1549, 1076","Bases matemáticas: Integrales, Introducción a la Química, Introduction to Mathematical Thinking, Calculus One, Buscar en Internet, Matemáticas básicas, Fundamentos de Mecánica, Android: introducción a la programación, Dispositivos Móviles para la Gestión del Territorio, Calculus Two: Sequences and Series"
Fundamentos de Mecánica,1544,"13, 10, 9, 9, 8, 7, 7, 6, 5, 4","1545, 1742, 1543, 1741, 1549, 1744, 1539, 1743, 1618, 1349","Introducción a la Química, Android: introducción a la programación, Bases Matemáticas: números y terminología, Fundamentos de Comunicaciones Ópticas, Dispositivos Móviles para la Gestión del Territorio, Bases matemáticas: Integrales, Buscar en Internet, Retos agricultura y alimentación en el s.XXI, EE-102Bx: Electrotechnique II, Data Analysis and Statistical Inference "
Introducción a la Química,1545,"13, 13, 9, 8, 7, 6, 5, 5, 5, 4","1544, 1543, 1742, 1539, 1744, 1549, 1642, 1541, 1297, 1000","Fundamentos de Mecánica, Bases Matemáticas: números y terminología, Android: introducción a la programación, Buscar en Internet, Bases matemáticas: Integrales, Dispositivos Móviles para la Gestión del Territorio, Microbiology and Forensic Science, Tecnologías Educativas, Chemistry – Building Blocks of the World, Early Childhood Education"
Aplicaciones de la Teoría de Grafos a la vida real,1546,"4, 4, 4, 4, 3, 3, 3, 3, 3, 3","1539, 1182, 1174, 559, 1574, 1579, 470, 1076, 1152, 1544","Buscar en Internet, Introduction to Dynamical Systems and Chaos, Basic Physics, Spanish Basics, How to read... a mind, StatLearning: Statistical Learning, Technology Entrepreneurship Part 1, Calculus Two: Sequences and Series, Data Mining with Weka, Fundamentos de Mecánica"
Preparació nivell C1 (Suficiència) de Valencià,1547,"9, 7, 5, 5, 5, 4, 3, 3, 3, 3","1548, 559, 1543, 1530, 1540, 1532, 1584, 1539, 1595, 1566","Preparació nivell C2 (Superior) de Valencià, Spanish Basics, Bases Matemáticas: números y terminología, Corrección y Estilo en Español, Valoración de futbolistas, Introduction to Grid Computing, Understanding and Detecting Deception, Buscar en Internet, Deeper Learning 101, Terrorism and Counterterrorism"
Preparació nivell C2 (Superior) de Valencià,1548,"9, 6, 5, 4, 3, 3, 3, 3, 3, 2","1547, 1539, 1608, 1541, 1543, 1596, 866, 1559, 1602, 1615","Preparació nivell C1 (Suficiència) de Valencià, Buscar en Internet, Interpretación simultánea inglés-español: ejercicios de preparación, Tecnologías Educativas, Bases Matemáticas: números y terminología, Introduction aux droits de l’homme, Teaching Character and Creating Positive Classrooms , Storytelling for Change, Entornos Personales de Aprendizaje (PLE) para el desarrollo profesional docente, PH525x: Data Analysis for Genomics"
Dispositivos Móviles para la Gestión del Territorio,1549,"8, 8, 6, 6, 5, 5, 5, 4, 4, 4","1543, 1544, 1545, 1742, 1741, 1744, 893, 1564, 1457, 1475","Bases Matemáticas: números y terminología, Fundamentos de Mecánica, Introducción a la Química, Android: introducción a la programación, Fundamentos de Comunicaciones Ópticas, Bases matemáticas: Integrales, Big Data for Better Performance, AMRx: Autonomous Mobile Robots, Digital Systems - Sistemas Digitales: De las puertas lógicas al procesador, Mobile Robotics"
Concepts in Nanotechnology,1550,"23, 23, 22, 16, 16, 15, 15, 15, 14, 13","1325, 1475, 339, 1041, 1484, 977, 404, 569, 410, 1600","Introduction to Cybersecurity, Mobile Robotics, Algorithms, Part I, Linear Circuits, Embedded Systems - Shape The World, Nanotechnology and Nanosensors, Control of Mobile Robots, Exploring Engineering, Fundamentals of Electrical Engineering, Modelling and Simulation using MATLAB®"
General Semantics: An Approach to Effective Language Behavior,1551,"50, 40, 36, 28, 27, 26, 26, 23, 23, 23","559, 383, 1561, 1584, 1560, 1280, 1585, 1579, 431, 1595","Spanish Basics, Think Again: How to Reason and Argue, College Writing 2.2x: Principles of Written English, Understanding and Detecting Deception, The Art of Photography, Decision Skills: Power Tools to Build Your Life, Power and elegance of computational thinking, StatLearning: Statistical Learning, How Things Work 1, Deeper Learning 101"
Intro to Accounting,1552,"17, 17, 15, 13, 13, 11, 11, 10, 10, 10","769, 345, 895, 900, 894, 1050, 563, 1004, 893, 370","An Introduction to Financial Accounting, Introduction to Finance, Financial Planning, Principles of Project Management, Financial Literacy, The Power of Macroeconomics: Economic Principles in the Real World, Calculus One, Online Advertising, Big Data for Better Performance, Introduction to Mathematical Thinking"
One Health One Medicine,1553,"13, 9, 8, 8, 8, 7, 7, 7, 7, 6","1418, 1062, 763, 1254, 1417, 391, 1446, 1537, 898, 348","Understanding Common Diseases, Introduction to Elements of Pain, Mobile Health Without Borders, Inside cancer, The Human Body as a Machine, Nutrition for Health Promotion and Disease Prevention, Exploring anatomy: the human abdomen, How Viruses Cause Disease, Introduction to Nursing in Healthcare, Fundamentals of Pharmacology"
What is Music? Finding Your Song,1554,"81, 31, 29, 29, 26, 21, 21, 21, 20, 19","1535, 990, 523, 525, 521, 522, 1477, 686, 1486, 1560","Music 1030: Introduction to Music, Stunt Writing for Personal Growth, Songwriting, Introduction to Music Production, Jazz Improvisation, Introduction to Guitar, World Music, Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics, Introduction to the Music Business, The Art of Photography"
Gerenciamento de Finanças Pessoais,1555,"5, 4, 4, 4, 3, 3, 3, 3, 3, 3","1526, 1579, 1552, 982, 990, 1550, 1075, 345, 1585, 559","Financial Analysis and Decision Making, StatLearning: Statistical Learning, Intro to Accounting, Monte Carlo Methods in Finance, Stunt Writing for Personal Growth, Concepts in Nanotechnology, Becoming a Dynamic Educator, Introduction to Finance, Power and elegance of computational thinking, Spanish Basics"
Make the Strategic Case for Disability in the Workplace,1556,"4, 4, 4, 4, 3, 3, 3, 3, 3, 3","895, 902, 1215, 1226, 1050, 904, 754, 1322, 559, 1559","Financial Planning, Strategic Management, Projecting Your Brand Through New Media, Build a Business Case for Allowing Employees to Work Remotely, The Power of Macroeconomics: Economic Principles in the Real World, User Experience for the Web, Business 101, New Media Trends in Hospitality, Spanish Basics, Storytelling for Change"
Designing for Deeper Learning: How to Develop Performance Tasks for the Common Core,1557,"24, 23, 18, 16, 13, 10, 10, 10, 9, 9","1558, 370, 820, 1595, 470, 1001, 1421, 1579, 1281, 1636","Mastering Language for the Common Core State Standards: Focus on Elementary Grade Mathematics, Introduction to Mathematical Thinking, Sustainable Product Development, Deeper Learning 101, Technology Entrepreneurship Part 1, Education in a Changing World, Your Body in the World: Adapting to Your Next Big Adventure, StatLearning: Statistical Learning, Constructive Classroom Conversations: Mastering Language for the Common Core State Standards, Creative Problem Solving"
Mastering Language for the Common Core State Standards: Focus on Elementary Grade Mathematics,1558,"24, 21, 8, 7, 6, 5, 5, 4, 4, 4","1557, 370, 1280, 563, 1559, 1076, 820, 1475, 470, 307","Designing for Deeper Learning: How to Develop Performance Tasks for the Common Core, Introduction to Mathematical Thinking, Decision Skills: Power Tools to Build Your Life, Calculus One, Storytelling for Change, Calculus Two: Sequences and Series, Sustainable Product Development, Mobile Robotics, Technology Entrepreneurship Part 1, Natural Language Processing"
Storytelling for Change,1559,"57, 55, 53, 39, 35, 35, 34, 34, 33, 33","1280, 900, 905, 893, 1482, 1327, 902, 1473, 1261, 546","Decision Skills: Power Tools to Build Your Life, Principles of Project Management, Writing for the Web, Big Data for Better Performance, Introduction to Public Speaking, What’s Your Big Idea?, Strategic Management, Leadership: Identity, Influence and Power, The secret power of brands, Foundations of Business Strategy"
The Art of Photography,1560,"56, 55, 45, 41, 41, 40, 40, 38, 37, 37","1645, 559, 1280, 383, 431, 983, 905, 1586, 896, 1580","The Art of Drawing and Painting, Spanish Basics, Decision Skills: Power Tools to Build Your Life, Think Again: How to Reason and Argue, How Things Work 1, Design 101 (or Design Basics), Writing for the Web, Introduction to Computer Programming, Food, Nutrition & Your Health, DB: Introduction to Databases"
College Writing 2.2x: Principles of Written English,1561,"55, 41, 40, 39, 36, 35, 33, 33, 32, 28","990, 1333, 905, 1449, 1551, 383, 559, 617, 766, 1280","Stunt Writing for Personal Growth, College Writing 2.1x: Principles of Written English, Writing for the Web, A beginners’ guide to writing in English for university study, General Semantics: An Approach to Effective Language Behavior, Think Again: How to Reason and Argue, Spanish Basics, English Composition I: Achieving Expertise, Crafting an Effective Writer: Tools of the Trade, Decision Skills: Power Tools to Build Your Life"
American Capitalism: A History,1562,"11, 11, 9, 7, 7, 6, 6, 6, 6, 5","1565, 1574, 1561, 1534, 1564, 1301, 470, 431, 1334, 920","INFO2040x: Networks, Crowds, and Markets, How to read... a mind, College Writing 2.2x: Principles of Written English, History 2020: U.S. History from 1877, AMRx: Autonomous Mobile Robots, Understanding Europe: Why It Matters and What It Can Offer You, Technology Entrepreneurship Part 1, How Things Work 1, Relativity and Astrophysics, Globalization and You"
"Library Advocacy Unshushed: Values, evidence, action",1563,"14, 12, 12, 11, 10, 9, 9, 7, 7, 6","1565, 1579, 657, 1578, 559, 627, 912, 1601, 513, 1335","INFO2040x: Networks, Crowds, and Markets, StatLearning: Statistical Learning, Interprofessional Healthcare Informatics , Networking: Introduction to Computer Networking, Spanish Basics, Information Visualization, Financial Markets, Doing Journalism with Data: First Steps, Skills and Tools, Archaeology's Dirty Little Secrets, UT.9.01x: Effective Thinking Through Mathematics"
AMRx: Autonomous Mobile Robots,1564,"65, 31, 30, 28, 27, 26, 23, 23, 22, 22","1475, 1577, 1236, 404, 1579, 1484, 1523, 930, 1578, 1496","Mobile Robotics, CVX101: Convex Optimization, Discrete Time Signals and Systems, Control of Mobile Robots, StatLearning: Statistical Learning, Embedded Systems - Shape The World, Building Mobile Experiences, 16.110x: Flight Vehicle Aerodynamics, Networking: Introduction to Computer Networking, Introduction to Probability - The Science of Uncertainty"
"INFO2040x: Networks, Crowds, and Markets",1565,"50, 39, 28, 26, 26, 25, 21, 20, 20, 19","1579, 1578, 1595, 1585, 912, 559, 1577, 1580, 1152, 1280","StatLearning: Statistical Learning, Networking: Introduction to Computer Networking, Deeper Learning 101, Power and elegance of computational thinking, Financial Markets, Spanish Basics, CVX101: Convex Optimization, DB: Introduction to Databases, Data Mining with Weka, Decision Skills: Power Tools to Build Your Life"
Terrorism and Counterterrorism,1566,"8, 7, 7, 6, 5, 5, 5, 4, 4, 4","559, 1584, 701, 1005, 1574, 1278, 914, 1340, 1594, 1041","Spanish Basics, Understanding and Detecting Deception, Terrorism and Counterterrorism: Comparing Theory and Practice, Understanding the Origins of Crime, How to read... a mind, Understanding Terrorism and the Terrorist Threat, PHLX101-01: Introduction to Bioethics, International Human Rights, New School Creation, Linear Circuits"
Advanced Instructional Strategies in the Virtual Classroom,1567,"19, 18, 18, 17, 14, 14, 14, 13, 13, 11","903, 1531, 1595, 874, 1353, 1075, 1001, 1612, 998, 343","Teaching Adult Learners,  K-12 Blended & Online Learning, Deeper Learning 101, Foundations of Teaching for Learning 1: Introduction, History and Future of (Mostly) Higher Education, Becoming a Dynamic Educator, Education in a Changing World, Digital Learning Transition, Becoming a Confident Trainer, Gamification"
Understanding Research: An Overview for Health Professionals,1568,"15, 14, 14, 14, 14, 13, 13, 13, 12, 12","1579, 733, 837, 1036, 1037, 763, 1485, 1418, 1368, 534","StatLearning: Statistical Learning, Epidemiology: The Basic Science of Public Health, Health for All Through Primary Health Care, Statistical Reasoning for Public Health: Estimation, Inference, & Interpretation, Design and Interpretation of Clinical Trials, Mobile Health Without Borders, Food for Thought, Understanding Common Diseases, Bioinformatic Methods I, Nutrition, Health, and Lifestyle: Issues and Insights"
Shakespeare and his world,1570,"29, 14, 11, 11, 11, 11, 10, 10, 9, 9","1574, 1442, 559, 940, 1571, 352, 1354, 617, 1699, 1561","How to read... a mind, Shakespeare's Hamlet: text, performance, and culture, Spanish Basics, AI2.2x: Poetry in America: Whitman, An introduction to physical actor training, Fantasy and Science Fiction: The Human Mind, Our Modern World, Practical Ethics, English Composition I: Achieving Expertise, How Writers Write, College Writing 2.2x: Principles of Written English"
An introduction to physical actor training,1571,"23, 11, 9, 7, 7, 7, 6, 6, 6, 6","1574, 1570, 1551, 1535, 1572, 897, 1342, 736, 1601, 352","How to read... a mind, Shakespeare and his world, General Semantics: An Approach to Effective Language Behavior, Music 1030: Introduction to Music, Understanding modern business & organisations, Foundations of Psychology, Buddhist Meditation and the Modern World, Unpredictable? Randomness, Chance and Free Will, Doing Journalism with Data: First Steps, Skills and Tools, Fantasy and Science Fiction: The Human Mind, Our Modern World"
Understanding modern business & organisations,1572,"17, 14, 14, 11, 10, 9, 8, 8, 7, 7","1573, 1261, 1574, 372, 900, 820, 794, 840, 1611, 902","Make an impact: sustainability for professionals, The secret power of brands, How to read... a mind, An Introduction to Operations Management, Principles of Project Management, Sustainable Product Development, Project Management Basics, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Financial Analysis, Strategic Management"
Make an impact: sustainability for professionals,1573,"17, 15, 11, 9, 9, 8, 8, 7, 7, 6","1572, 820, 1261, 1559, 1473, 840, 1253, 1574, 470, 1603","Understanding modern business & organisations, Sustainable Product Development, The secret power of brands, Storytelling for Change, Leadership: Identity, Influence and Power, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Innovation and enterprise, How to read... a mind, Technology Entrepreneurship Part 1, Beyond Silicon Valley: Growing Entrepreneurship in Transitioning Economies"
How to read... a mind,1574,"39, 29, 28, 28, 26, 23, 23, 23, 23, 21","559, 1570, 990, 1595, 1584, 1571, 1579, 352, 1561, 1699","Spanish Basics, Shakespeare and his world, Stunt Writing for Personal Growth, Deeper Learning 101, Understanding and Detecting Deception, An introduction to physical actor training, StatLearning: Statistical Learning, Fantasy and Science Fiction: The Human Mind, Our Modern World, College Writing 2.2x: Principles of Written English, How Writers Write"
Forensic Science and Criminal Justice,1575,"17, 9, 9, 7, 6, 6, 5, 5, 5, 5","1574, 1256, 1584, 1005, 896, 559, 1583, 1580, 1264, 1417","How to read... a mind, Introduction to forensic science, Understanding and Detecting Deception, Understanding the Origins of Crime, Food, Nutrition & Your Health, Spanish Basics, Chemistry of Beer, DB: Introduction to Databases, Introduction to Forensic Science, The Human Body as a Machine"
"Identity, conflict and public space: contest and transformation",1576,"9, 4, 4, 4, 4, 4, 4, 3, 3, 3","1574, 388, 1152, 1565, 1369, 1575, 1245, 555, 1584, 1592","How to read... a mind, Computing for Data Analysis, Data Mining with Weka, INFO2040x: Networks, Crowds, and Markets, Human Trafficking, Forensic Science and Criminal Justice, Causes of war, Social Psychology, Understanding and Detecting Deception, Civil Rights and Civil Liberties"
CVX101: Convex Optimization,1577,"287, 117, 114, 52, 51, 51, 47, 42, 41, 41","1579, 1578, 1580, 1337, 1585, 1182, 1313, 982, 1586, 1595","StatLearning: Statistical Learning, Networking: Introduction to Computer Networking, DB: Introduction to Databases, Linear Algebra - Foundations to Frontiers, Power and elegance of computational thinking, Introduction to Dynamical Systems and Chaos, An Introduction to Functional Analysis, Monte Carlo Methods in Finance, Introduction to Computer Programming, Deeper Learning 101"
Networking: Introduction to Computer Networking,1578,"319, 192, 188, 172, 121, 121, 117, 115, 114, 105","1580, 1586, 1579, 824, 1178, 339, 1577, 1325, 442, 1585","DB: Introduction to Databases, Introduction to Computer Programming, StatLearning: Statistical Learning, Computer Networks, Programming Mobile Applications for Android Handheld Systems, Algorithms, Part I, CVX101: Convex Optimization, Introduction to Cybersecurity, CS50x: Introduction to Computer Science, Power and elegance of computational thinking"
StatLearning: Statistical Learning,1579,"287, 235, 188, 167, 165, 154, 112, 112, 105, 98","1577, 1580, 1578, 388, 595, 361, 1496, 982, 1349, 370","CVX101: Convex Optimization, DB: Introduction to Databases, Networking: Introduction to Computer Networking, Computing for Data Analysis, Computational Methods for Data Analysis, Introduction to Statistics, Introduction to Probability - The Science of Uncertainty, Monte Carlo Methods in Finance, Data Analysis and Statistical Inference , Introduction to Mathematical Thinking"
DB: Introduction to Databases,1580,"319, 289, 261, 235, 220, 164, 156, 148, 127, 120","1578, 1586, 442, 1579, 824, 599, 616, 1585, 388, 339","Networking: Introduction to Computer Networking, Introduction to Computer Programming, CS50x: Introduction to Computer Science, StatLearning: Statistical Learning, Computer Networks, M101J: MongoDB for Java Developers, Cryptography I, Power and elegance of computational thinking, Computing for Data Analysis, Algorithms, Part I"
