"Course Id","Course Name",Provider,Universities/Institutions,"Parent Subject","Child Subject",Url,"Next Session Date",Length,Video(Url)
1959,"Better Conversations with Aphasia",,"University College London","Health & Medicine","Disease and Medicine",https://extendstore.ucl.ac.uk/product?catalog=UCLXBCA,"Self paced",,
1960,"Introduction to Digital Curation",,"University College London","Education & Teaching",,https://extendstore.ucl.ac.uk/product?catalog=UCLXIDC,"5th May, 2014",8,
1961,"Perioperative Fluid Therapy",,"University College London","Health & Medicine",,https://extendstore.ucl.ac.uk/product?catalog=UCLXPERI01,"Self paced",6,
1962,"American Cuisine: Chefs, Authors and Critics",Canvas.net,"The New School","Health & Medicine","Food, Exercise, and Nutrition",https://www.canvas.net/courses/innovators-of-american-cuisine-a-history-of-the-culinary-arts-in-the-u-s-1,"21st Apr, 2014",6,
1963,"Fundamentals of Energy Resources",Canvas.net,"McHenry County College",Science,"Earth Sciences",https://www.canvas.net/courses/fundamentals-of-energy-resources,"19th May, 2014",5,
1965,"30 Days of TED",Canvas.net,"Canyons School District","Education & Teaching",,https://www.canvas.net/browse/canyonssd/courses/30-days-of-ted,"12th Jan, 2015",5,
1966,"Basics of e-Commerce",Canvas.net,,"Business & Management",,https://www.canvas.net/courses/basics-of-e-commerce,"5th May, 2014",7,
1967,"BlendKit2014 - Becoming a Blended Learning Designer",Canvas.net,"University of Central Florida","Education & Teaching",,https://www.canvas.net/courses/becoming-a-blended-learning-designer,"21st Apr, 2014",5,
1968,"Climate Science Connections: Water in the West",Canvas.net,"University of Colorado Boulder",Science,"Earth Sciences",https://www.canvas.net/courses/climate-science-connections-water-in-the-west,"2nd Jun, 2014",4,
1969,"Representaciones Culturales de las Sexualidades ",Coursera,"Universitat Autònoma de Barcelona (Autonomous University of Barcelona)",Humanities,,https://www.coursera.org/course/representaciones,"30th Jun, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/91fb5350a38211e39ee1ab4aa08710ef/|||https://d15cw65ipctsrr.cloudfront.net/42/d891c0352c11e4b28a5b9bdf8d9c55/logorepresentaciones5.png
1970,"CSR & Value Creation",,"Audencia Nantes","Business & Management",,http://mooc.audencia.com/,"14th Apr, 2014",5,http://www.youtube.com/watch?v=UXHkZgcphzc
1971,"L'esprit entrepreneurial",,"HEC Montréal","Business & Management",Entrepreneurship,https://edulib.hec.ca/access/content/public/Esprit_entrepreneur.html,2014,6,
1972,"Gestion des conflits",,"HEC Montréal","Business & Management","Management & Leadership",https://edulib.hec.ca/access/content/public/Gestion_conflits.html,NA,6,
1973,"Introduction au marketing",,"HEC Montréal","Business & Management","Marketing & Finance",https://edulib.hec.ca/access/content/public/Marketing.html,"31st Mar, 2014",6,
1974,"Introduction to Computational Arts: Audio",Coursera,"State University of New York","Art & Design",Music,https://www.coursera.org/course/compartsaudio,"14th Apr, 2014",,
1975,"Dysphagia: Swallowing Difficulties and Medicines",FutureLearn,"University of East Anglia","Health & Medicine","Disease and Medicine",https://www.futurelearn.com/courses/dysphagia,"2nd Mar, 2015",6,https://www.youtube.com/watch?v=cI2y7M0Jj5Q
1977,"Obesity: causes and consequences",FutureLearn,"University of Reading","Health & Medicine","Food, Exercise, and Nutrition",https://www.futurelearn.com/courses/obesity,"16th Feb, 2015",4,https://www.youtube.com/watch?v=sfmpNlQmsDE
1978,"Teaching goes massive: new skills required",Coursera,"University of Zurich","Education & Teaching",,https://www.coursera.org/course/massiveteaching,"23rd Jun, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/f62eb170aeac11e389d2f5532b6a9e7a/|||https://d15cw65ipctsrr.cloudfront.net/99/7737c0aea911e3bb2a2f535086d9bd/DSC00036.jpg
1980,"FPP.1x: Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",edX,"International Monetary Fund","Social Sciences",Economics,https://www.edx.org/course/financial-programming-policies-part-1-imfx-fpp-1x,"2nd Jun, 2014",6,
1981,"ESRx: Energy Subsidy Reform",edX,"International Monetary Fund","Social Sciences",Economics,https://www.edx.org/course/energy-subsidy-reform-imfx-esrx,"1st Oct, 2014",3,
1982,"DSAx: Debt Sustainability Analysis",edX,"International Monetary Fund","Social Sciences",Economics,https://www.edx.org/course/debt-sustainability-analysis-imfx-dsax,"22nd Oct, 2014",4,http://www.youtube.com/watch?v=iKslqDDdF6U
1983,"COMP102x: Introduction to Computing with Java
",edX,"The Hong Kong University of Science and Technology","Computer Science",,https://www.edx.org/course/hkustx/hkustx-comp102x-introduction-computing-1690,"20th Jun, 2014",10,https://www.youtube.com/watch?v=hdsKr1q2loc
1984,"7.QBWx: Quantitative Biology Workshop",edX,"Massachusetts Institute of Technology",Science,"Chemistry, Biology, & Life Sciences",https://www.edx.org/course/quantitative-biology-workshop-mitx-7-qbwx,"13th Jan, 2015",8,http://www.youtube.com/watch?v=W453MONQqLI
1985,"BMPR365x: Vocal Recording Technology",edX,"Berklee College of Music","Art & Design",Music,https://www.edx.org/course/vocal-recording-technology-berkleex-bmpr365x-0,"2nd Feb, 2015",6,http://www.youtube.com/watch?v=AnglDh5FqEc
1986,"SW12.6x: China (Part 6): The Manchus and the Qing",edX,"Harvard University",Humanities,"History & Philosophy",https://www.edx.org/course/china-part-6-manchus-qing-harvardx-sw12-6x,"Self paced",5,http://www.youtube.com/watch?v=2Aw-xozIc-4
1987,"3.091x: Introduction to Solid State Chemistry",edX,"Massachusetts Institute of Technology",Science,"Chemistry, Biology, & Life Sciences",https://www.edx.org/course/mitx/mitx-3-091x-introduction-solid-state-1751,"12th May, 2014",15,
1988," SW12.5x: China (Part 5): From Global Empire to Global Economy",edX,"Harvard University",Humanities,"History & Philosophy",https://www.edx.org/course/china-part-5-global-empire-global-harvardx-sw12-5x,"24th Apr, 2014",3,https://www.youtube.com/watch?v=2Aw-xozIc-4
1989,"MAS.S69x: Big Data and Social Physics",edX,"Massachusetts Institute of Technology","Social Sciences",,https://www.edx.org/course/big-data-social-physics-mitx-mas-s69x,"12th May, 2014",1,http://www.youtube.com/watch?v=SCn9iV2P9Dk
1990,"Innovación y Emprendimiento","Miríada X","Universidad Europea de Madrid","Business & Management",Entrepreneurship,https://www.miriadax.net/web/innovacion-y-emprendimiento-el-nuevo-paradigma-del-sxxi,NA,4,https://www.youtube.com/watch?v=2hC-jRk13kA
1992,"Estadística descriptiva (2ª edición)","Miríada X","Universidad Politécnica de Cartagena","Mathematics and Stats",,https://www.miriadax.net/web/estadistica-descriptiva-2edicion,NA,4,https://www.youtube.com/watch?v=9eiIE-d1H6k
2001,"Curso Práctico de Bioestadística con R (Primera parte) (2ª edición)","Miríada X","Universidad San Pablo CEU","Mathematics and Stats",,https://www.miriadax.net/web/curso-practico-bioestadistica-r-2edicion,"19th May, 2014",5,https://www.youtube.com/watch?v=BTFOsbzInZo
2003,"Desarrollo en HTML5, CSS y Javascript de WebApps, incluyendo móviles FirefoxOS","Miríada X","Universidad Politécnica de Madrid","Computer Science",,https://www.miriadax.net/web/html5mooc,"1st Oct, 2014",4,https://www.youtube.com/watch?v=p1mNhmAPExQ
2004,"Innotools: Transforma tu idea de negocio (2ª edición)","Miríada X","Universitat Pompeu Fabra","Business & Management",Entrepreneurship,https://www.miriadax.net/web/innotools_2edicion,"4th Mar, 2014",6,https://www.youtube.com/watch?v=j3jQpwd3La8
2005,"Robots y Videojuegos en las aulas: Scratch y Arduino para profesores","Miríada X","Universitat Pompeu Fabra",Engineering,,https://www.miriadax.net/web/robots-videojuegos-aulas-scratch-arduino-profesores-2ed,"7th Oct, 2014",6,https://www.youtube.com/watch?v=p1Z9nWuSVs4
2006,"Diseño, Organización y Evaluación de videojuegos y gamificación (2ª edición)","Miríada X","Universidad Europea de Madrid","Art & Design",,https://www.miriadax.net/web/15084991,"31st Mar, 2014",6,https://www.youtube.com/watch?v=UmOou8FYd4I#t=0
2007,"Farmacología Básica","Miríada X","Universidad San Pablo CEU","Health & Medicine","Disease and Medicine",https://www.miriadax.net/web/farmacologia-basica,"Sep, 2014",12,https://www.youtube.com/watch?v=V9gRKtjGen0
2008,"Estrategias de Marketing Online. Community Manager","Miríada X","Universidad CEU Cardenal Herrera","Business & Management","Marketing & Finance",https://www.miriadax.net/web/estrategias-de-marketing-online.-community-manager,"2nd Jun, 2014",4,https://www.youtube.com/watch?v=mW5nThfXwvo
2009,"Estrategia de social media para entidades sin ánimo de lucro","Miríada X","Universitat Abat Oliba CEU","Business & Management","Marketing & Finance",https://www.miriadax.net/web/estrategia-de-social-media-para-entidades-sin-animo-de-lucro,"16th Jun, 2014",5,https://www.youtube.com/watch?v=rx0kRK69T7M
2010,"Presumed Innocent? The Social Science of Wrongful Conviction",Coursera,"Pennsylvania State University","Social Sciences",,https://www.coursera.org/course/wrongfulconviction,"25th Jun, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/4a818170c0e211e3920e6f85e34ddc85/|||https://d15cw65ipctsrr.cloudfront.net/9b/91cb70cbd611e392f8e56088170ba3/PresumedInnocentLogo.jpg
2011,"Managing Your Time, Money, and Career: MBA Insights for Undergraduates",Coursera,"University of California, Irvine","Business & Management",,https://www.coursera.org/course/managingmoney,"6th Oct, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/4a261c30fe0511e382b6a30696c0cfd2/|||https://d15cw65ipctsrr.cloudfront.net/f8/08f0e0c24e11e3ad90f5b3d7130518/timemoney.jpg
2012,"Bioinformatics: Life Sciences on Your Computer",Coursera,"Johns Hopkins University",Science,"Chemistry, Biology, & Life Sciences",https://www.coursera.org/course/bioinform,"9th Jun, 2014",5,https://d1a2y8pfnfh44t.cloudfront.net/086af3d0d2d911e3a8bd110b6dbf8a03/|||https://d15cw65ipctsrr.cloudfront.net/c7/b596f0352b11e49dc56df018365453/BioinfoGraphic_Coursera.png
2013,"Programming Foundations with Python: Learn Object-Oriented Programming",Udacity,,"Computer Science",,https://www.udacity.com/course/ud036,"Self paced",4,https://www.youtube.com/watch?v=bwq2W6XUvyg
2014,"Health Literacy and Communication for Health Professionals",Coursera,"University of Nebraska","Health & Medicine","Health & Society",https://www.coursera.org/course/healthliteracy,"19th Oct, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/155581a0c67711e3928aad5feffd5596/|||https://d15cw65ipctsrr.cloudfront.net/2a/ed0600352b11e49acdcfd9c2fca6c5/HL-Coursera-LOGO.png
2015,"Risk and Opportunity: Managing Risk for Development",Coursera,"The World Bank",Humanities,,https://www.coursera.org/course/managerisk,"30th Jun, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/75030810c5f111e3a64ded518a9cbf42/|||https://d15cw65ipctsrr.cloudfront.net/a2/c94d40ba4811e39c7741e3de5e39e7/600x342-logo.jpg
2016,"Geodesign: Change Your World",Coursera,"Pennsylvania State University","Art & Design",,https://www.coursera.org/course/geodesign,"8th Jul, 2015",5,https://d1a2y8pfnfh44t.cloudfront.net/a1b73dd0c67911e397f7d15dc51c0d89/|||https://d15cw65ipctsrr.cloudfront.net/09/c087d0c1b911e3abf4bf2923603830/geodesign_logo_4-11.jpg
2017,"Deciphering Secrets: Unlocking the Manuscripts of Medieval Spain",Coursera,"University of Colorado System",Humanities,"History & Philosophy",https://www.coursera.org/course/medievalspain,"15th Jun, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/86d59a10ca8a11e386c0671df56bdce2/|||https://d15cw65ipctsrr.cloudfront.net/bc/eb5b40c9a311e3a9ae65aeeb8fc822/MOOC-Final-Coverage-Image---No-title.jpg
2018,"Rapid Deployment of SAP Solutions",openSAP,,"Computer Science",,https://open.sap.com/courses/rds1-1,"Self paced",,
2019,"SNOMED CT",,"The College of St. Scholastica","Health & Medicine",,http://www.css.edu/Graduate/Non-Degree/Massive-Open-Online-Courses/SNOMED-CT-MOOC.html,"21st Apr, 2014",8,
2020,"Investigative Journalism for the Digital Age",,"Knight Center for Journalism in the Americas",Humanities,"Literature & Writing",http://open.journalismcourses.org/,"12th May, 2014",5,https://www.youtube.com/watch?v=TPb6qn4Z4Dw
2021,"Crime101x: The Psychology of Criminal Justice",edX,"University of Queensland","Social Sciences","Psychology & Sociology",https://www.edx.org/course/psychology-criminal-justice-uqx-crime101x,"21st Oct, 2014",7,http://www.youtube.com/watch?v=RL5LKzgntp0
2022,"Write101x: English Grammar and Style",edX,"University of Queensland",Humanities,"Literature & Writing",https://www.edx.org/course/english-grammar-style-uqx-write101x,"22nd Sep, 2014",8,http://www.youtube.com/watch?v=zhs3XHx3_iA
2023,"HKU01x: Epidemics",edX,"The University of Hong Kong","Health & Medicine",,https://www.edx.org/course/hkux/hkux-hku01x-epidemics-1778,"23rd Sep, 2014",10,https://www.youtube.com/watch?v=C0_6tr_O1MI
2024,"AT1X: AnatomyX: Musculoskeletal Cases",edX,"Harvard University","Health & Medicine",,https://www.edx.org/course/anatomyx-musculoskeletal-cases-harvardx-at1x,"30th Sep, 2014",8,http://www.youtube.com/watch?v=5fx7fOtKmOw
2026,"Introduction to Acoustics (Part 1)",Coursera,"Korea Advanced Institute of Science and Technology","Computer Science",,https://www.coursera.org/course/acoustics1,"12th May, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/e635c9a0cc0e11e3971e1b22fc43f837/|||https://d15cw65ipctsrr.cloudfront.net/5a/e7cef0352911e4a20a15dee8e65a23/__-__-2.png
2027,"GSE2x: Leaders of Learning",edX,"Harvard University","Education & Teaching",,https://www.edx.org/course/leaders-learning-harvardx-gse2x,"8th Jul, 2014",6,http://www.youtube.com/watch?v=XIWUOj9tH_s
2028,"Literature of the English Country House",FutureLearn,"The University of Sheffield",Humanities,"Literature & Writing",https://www.futurelearn.com/courses/country-house-literature,"2nd Jun, 2014",8,https://www.youtube.com/watch?v=hqAxIicp-50
2030,"Right vs Might in International Relations",FutureLearn,"University of Glasgow",Humanities,"Politics, Law, and Society",https://www.futurelearn.com/courses/right-vs-might,"23rd Jun, 2014",6,https://www.youtube.com/watch?v=mFN_sO7Y-RQ
2031,"Introduction to Light, Color, and Life",Coursera,"Korea Advanced Institute of Science and Technology",Science,,https://www.coursera.org/course/lcl,"26th May, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/666b0290cc1711e3a6e41597faeefafe/|||https://d15cw65ipctsrr.cloudfront.net/98/d507f0983a11e385cb2df48c5a27bb/logo1.jpg
2032,"Revolutionary Ideas:  An Introduction to Legal and Political Philosophy",Coursera,"University of Pennsylvania",Humanities,"Politics, Law, and Society",https://www.coursera.org/course/legalandpolitical,"21st Sep, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/1712f870d25111e3956e1db0de65cc50/|||https://d15cw65ipctsrr.cloudfront.net/50/b1e860352b11e49acdcfd9c2fca6c5/Screen-Shot-2014-03-31-at-2.12.03-PM.png
2033,"What future for education?",Coursera,"University of London International Programmes","Education & Teaching",,https://www.coursera.org/course/futureeducation,"29th Sep, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/b2152af0dd0a11e395acf1d15e001791/|||https://d15cw65ipctsrr.cloudfront.net/ea/b9dd40352c11e48e9c2583f964c285/iStock_000018283902Small.png
2034,"Prevention of Sexual Harassment at the Workplace",,"Centre for Social Research",Humanities,,http://www.mylaw.net/Programme/Free_MOOC_on_Prevention_of_Sexual_Harassment_at_the_Workplace/,"Self paced",2,
2035,"PLM14101: Global Information Technology Outlook","Forum Academy","World Economic Forum","Computer Science",,https://forumacademy.weforum.org/courses/ForumAcademy/PLM14101/Summer_2014/about,"17th Jun, 2014",6,https://www.youtube.com/watch?v=a-w_DYwzNTM
2036,"How Writers Write Poetry",,"University of Iowa",Humanities,"Literature & Writing",http://courses.writinguniversity.org/course/how-writers-write-poetry,"28th Jun, 2014",6,http://www.youtube.com/watch?v=LhlqysmOvFA
2037,"Learning from Your Students: A Lab Course in Formative Assessment Practice in the Era of the Common Core State Standards",NovoED,"Stanford University","Education & Teaching",,https://novoed.com/formative-assessment-common-core,"20th May, 2014",6,
2038,"Knowledge Engineering with Semantic Web Technologies",openHPI,,"Computer Science",,https://open.hpi.de/courses/semanticweb2014,"Self paced",,
2039,"Pattern-Oriented Software Architectures for Concurrent and Networked Software",Coursera,"Vanderbilt University","Computer Science",,https://www.coursera.org/course/posasoftware,"4th Mar, 2013",10,
2040,"BA_101: استراتيجيات فعاله للبحث عن",Edraak,,"Business & Management",,https://edraak.org/courses/%D8%A8%D9%8A%D8%AA.%D9%83%D9%88%D9%85/BA_101/2014/about,"1st Jun, 2014",4,https://www.youtube.com/watch?v=p64Ved183Ug
2041,"CE100: دارات كهربائية وإلكترونية",Edraak,"Massachusetts Institute of Technology",Engineering,"Electrical & Mechanical",https://edraak.org/courses/QRF/6002x/2014/about,"1st Jun, 2014",8,https://www.youtube.com/watch?v=ZEjC8ieBdic
2042,"CS100: مقدمة في علم الحاسوب والبرمجة",Edraak,"Massachusetts Institute of Technology","Computer Science",,https://edraak.org/courses/QRF/6001/2014/about,"15th Jun, 2014",9,https://www.youtube.com/watch?v=7pR96V3H55M
2043,"CMH100:  الصحة النفسيه للطفل",Edraak,"Harvard University","Health & Medicine",,https://edraak.org/courses/%D8%A5%D8%AF%D8%B1%D8%A7%D9%83/CMH100/2014/about,"10th Jun, 2014",4,https://www.youtube.com/watch?v=nm12TNAMOx8
2044,"BA_103:كيف تسوق نفسك في سوق",Edraak,,"Business & Management",,https://edraak.org/courses/%D8%A8%D9%8A%D8%AA.%D9%83%D9%88%D9%85/BA_103/2014/about,"8th Jun, 2014",3,https://www.youtube.com/watch?v=p64Ved183Ug
2045,"BA_102:  السيرة الذاتية الناجحة",Edraak,,"Business & Management",,https://edraak.org/courses/%D8%A8%D9%8A%D8%AA.%D9%83%D9%88%D9%85/BA_102/2014/about,"4th Jun, 2014",2,https://www.youtube.com/watch?v=p64Ved183Ug
2046,"FLM100:  رحلة في صناعة الأفلام مع نادين",Edraak,,"Art & Design",,https://edraak.org/courses/%D8%A5%D8%AF%D8%B1%D8%A7%D9%83/FLM100/2014/about,"13th Jun, 2014",5,https://www.youtube.com/watch?v=h8mqPcoR8pY
2047,"ECDV100:  العرب: أين، وإلى أين؟",Edraak,,Humanities,,https://edraak.org/courses/%D8%A5%D8%AF%D8%B1%D8%A7%D9%83/ECDV100/2014/about,"11th Jun, 2014",9,https://www.youtube.com/watch?v=3ll93REc5Fw
2049,"CZN100: المواطنة في العالم العربي",Edraak,"AUB: American University of Beirut",Humanities,,https://edraak.org/courses/AUB/CZN100/2014/about,"9th Jun, 2014",7,https://www.youtube.com/watch?v=7AVL7MD-Tl8
2050,"TLC100:  علِّم بثقة",Edraak,,"Education & Teaching",,https://edraak.org/courses/%D8%A3%D9%83%D8%A7%D8%AF%D9%8A%D9%85%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D9%84%D9%83%D8%A9-%D8%B1%D8%A7%D9%86%D9%8A%D8%A7-%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%85%D9%8A%D9%86/TLC100/2014/about,"7th Jun, 2014",3,https://www.youtube.com/watch?v=A7Otm_JQ-qo
2051,"Develop Java Embedded Applications Using a Raspberry Pi",,Oracle,"Computer Science",,"https://apex.oracle.com/pls/apex/f?p=44785:145:0::::P145_EVENT_ID,P145_PREV_PAGE:1841,143","30th May, 2014",5,https://www.youtube.com/watch?v=MUdobP84q3Q
2052,"Experimentation for Improvement",Coursera,"McMaster University","Social Sciences",,https://www.coursera.org/course/experiments,"7th Jul, 2014",7,https://d1a2y8pfnfh44t.cloudfront.net/c12ce750cb2911e386c0671df56bdce2/|||https://d15cw65ipctsrr.cloudfront.net/53/7c3de0352911e4aeabbf8c949e23f9/StatsMOOCLogo2c.png
2053,"Chemicals and Health",Coursera,"Johns Hopkins University","Health & Medicine","Food, Exercise, and Nutrition",https://www.coursera.org/course/chemhealth,"9th Mar, 2015",6,https://d1a2y8pfnfh44t.cloudfront.net/96c7d4b0d6b511e3bafbc900775be5bb/|||https://d15cw65ipctsrr.cloudfront.net/12/559f50352911e4b89cffcbd250fdc9/ChemHealth3.png
2054,"Enterprise Computing Strategies",CourseSites,"Marist College|||Syracuse University","Computer Science",,http://ischool.syr.edu/contact/forms/ecsmooc.aspx,"1st Sep, 2014",6,
2055,"Our Energy Future",Coursera,"University of California, San Diego ",Science,"Earth Sciences",https://www.coursera.org/course/ourenergyfuture,"22nd Sep, 2014",10,https://d1a2y8pfnfh44t.cloudfront.net/cfe2ca60da1211e3b51e1b03ef417696/|||https://d15cw65ipctsrr.cloudfront.net/a6/897690352b11e4b89cffcbd250fdc9/home-page-image.png
2056,"Next Steps in SAP HANA Cloud Platform",openSAP,,"Computer Science",,https://open.sap.com/course/hanacloud2-1,"10th Sep, 2014",6,
2057,"Psychology of Negotiations - Reaching Sustainable Agreements in Negotiations on ""Commons""",,"Leuphana Universität Lüneburg","Business & Management",,http://www.psychology-of-negotiations.com,"20th May, 2014",12,http://www.youtube.com/watch?v=KOXy9D43KIE
2058,"Origins and Progression of Sports in America",CourseSites,"Western Kentucky University","Social Sciences",,https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_281494_1,"21st Sep, 2014",6,https://www.youtube.com/watch?v=rqligsdsR5M
2059,"Liderazgo en gestión educativa estratégica a través del uso de la tecnología",Coursera,"Tecnológico de Monterrey","Education & Teaching",,https://www.coursera.org/course/lidergestionedu,"2nd Jun, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/294de270db7a11e390470924166794b5/|||https://d15cw65ipctsrr.cloudfront.net/3b/b3e650cfb611e385f63d1dd6fe5c5f/Logo.jpg
2060,"Starting a business: realise your vision",FutureLearn,"University of Leeds","Business & Management",Entrepreneurship,https://www.futurelearn.com/courses/starting-a-business,"30th Jun, 2014",2,https://www.youtube.com/watch?v=jg3Y8fMgINA
2061,"Innovation: the key to business success",FutureLearn,"University of Leeds","Business & Management",,https://www.futurelearn.com/courses/innovation-the-key-to-business-success,"15th Sep, 2014",3,https://www.youtube.com/watch?v=XbBOp_ExYrE
2062,"Grundlagenkurs Unfallchirurgie",Coursera,"Technische Universität München (Technical University of Munich)","Health & Medicine","Disease and Medicine",https://www.coursera.org/course/traumasurgery,"20th Jun, 2014",11,https://d1a2y8pfnfh44t.cloudfront.net/9c07f570b00111e3abbc77e4c5c96dbb/|||https://d15cw65ipctsrr.cloudfront.net/7d/2cfa60cfa511e38a4ef30799eff9e3/Course-Logo_dummy.jpg
2063,"Exploring Neural Data",Coursera,"Brown University",Science,,https://www.coursera.org/course/neuraldata,"29th Sep, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/7ef65000d7b911e3b77f4b82b4c7c601/|||https://d15cw65ipctsrr.cloudfront.net/52/5e4ac0352911e4aa3c599183b828af/Exploring_Neural_Data_logo.png
2064,"Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion",Coursera,"Georgia Institute of Technology",Engineering,,https://www.coursera.org/course/3dmotion,"27th Oct, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/23adf120d77e11e3abe05bab9cfead91/|||https://d15cw65ipctsrr.cloudfront.net/51/833130d5eb11e3b5f2f367c44d0130/Coursera-course-icon-robothand.jpg
2065,"Supply Chain Management: A Learning Perspective ",Coursera,"Korea Advanced Institute of Science and Technology","Business & Management",,https://www.coursera.org/course/supplychain,"27th Oct, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/90b542b0e60511e3a7e9575781fae894/|||https://d15cw65ipctsrr.cloudfront.net/c5/1d6a70352c11e485649b7db944a974/scm-logo.png
2066,"e-Learning Ecologies",Coursera,"University of Illinois at Urbana-Champaign","Education & Teaching",,https://www.coursera.org/course/elearning,"19th Jan, 2015",8,https://d1a2y8pfnfh44t.cloudfront.net/46f2bf80dc3811e3911c0de8a32794e3/|||https://d15cw65ipctsrr.cloudfront.net/6b/c7a770352b11e48239673584835daa/nlofront3.png
2067,"Interactive Computer Graphics",Coursera,"The University of Tokyo","Computer Science",,https://www.coursera.org/course/interactivegraphics,"5th Aug, 2014",7,https://d1a2y8pfnfh44t.cloudfront.net/a0117f60d3a611e3b80e9b9ec9db74eb/|||https://d15cw65ipctsrr.cloudfront.net/e1/53a2f0c9e711e391ef1f760c901437/c_InteractiveComputerGraphics.jpg
2069,"Sense101x: Sense, Control, Act: Measure the Universe, Transform the World",edX,"University of Queensland",Engineering,,https://www.edx.org/course/sense-control-act-measure-universe-uqx-sense101x,"8th Apr, 2015",8,http://www.youtube.com/watch?v=TnUW1lKkOGs
2070,"FC-01x: Future Cities",edX,"ETH Zurich",Humanities,,https://www.edx.org/course/future-cities-ethx-fc-01x,"24th Sep, 2014",8,http://www.youtube.com/watch?v=iql8D2mktps
2071,"EBA101x: English for Doing Business in Asia - Speaking",edX,"The Hong Kong University of Science and Technology","Education & Teaching",,https://www.edx.org/course/english-doing-business-asia-speaking-hkustx-eba101x,"21st Sep, 2014",7,http://www.youtube.com/watch?v=3dIogOk2fDs
2072,"HKU02.1x: The Search for Vernacular Architecture of Asia, Part 1",edX,"The University of Hong Kong",Humanities,,https://www.edx.org/course/search-vernacular-architecture-asia-part-hkux-hku02-1x,"14th Apr, 2015",5,http://www.youtube.com/watch?v=E0xOo9zU78o
2073,"ELEC1200.1x: A System View of Communications: From Signals to Packets (Part 1)",edX,"The Hong Kong University of Science and Technology",Engineering,,https://www.edx.org/course/system-view-communications-signals-hkustx-elec1200-1x,"23rd Sep, 2014",7,http://www.youtube.com/watch?v=Hy2xlbL2xaQ
2074,"AA432x: Composite Materials Overview for Engineers",edX,"University of Washington",Engineering,,https://www.edx.org/course/composite-materials-overview-engineers-uwashingtonx-aa432x,"18th Nov, 2014",10,http://www.youtube.com/watch?v=ZW0y3WUd4qo
2075,"Energy 101: The Big Picture",Coursera,"Georgia Institute of Technology",Science,"Earth Sciences",https://www.coursera.org/course/energy101,NA,,https://d1a2y8pfnfh44t.cloudfront.net/lHmE-HI2fQA/|||https://d15cw65ipctsrr.cloudfront.net/22/a051d0352d11e4a20a15dee8e65a23/large-icon.png
2076,"An Introduction to Global Health",Coursera,"University of Copenhagen","Health & Medicine","Health & Society",https://www.coursera.org/course/globalhealthintro,"13th Apr, 2015",6,https://d1a2y8pfnfh44t.cloudfront.net/8f-IIroV2WM/|||https://d15cw65ipctsrr.cloudfront.net/60/b605b8984a47079e220eda9c2a6527/global_health.jpg
2077,"International Human Rights",Udemy,"Universidad Diego Portales",Humanities,"Politics, Law, and Society",http://www.moocchile.com,"25th Aug, 2014",,http://www.youtube.com/watch?v=vIOp504lLts
2078,"Dynamics and Control","UPV [X]","Universitat Politècnica de València",Engineering,,http://dynamicsandcontrolcourse.upvx.es/ficha,"17th Jun, 2014",6,https://www.youtube.com/watch?v=sOBAeHEeCUw
2079,"HKU03x: Humanity and Nature in Chinese Thought",edX,"The University of Hong Kong",Humanities,"History & Philosophy",https://www.edx.org/course/humanity-nature-chinese-thought-hkux-hku03x,"23rd Jun, 2015",10,http://www.youtube.com/watch?v=M1LBMzXXKq4
2080,"Introduction to Public Speaking",Coursera,"University of Washington","Business & Management",,https://www.coursera.org/course/publicspeak,NA,10,https://d1a2y8pfnfh44t.cloudfront.net/s2s2ZOl1Z4w/|||https://d15cw65ipctsrr.cloudfront.net/08/78d611614345d3448aa02bee32e789/Public-Speaking.jpg
2081,"Supporting children with difficulties in reading and writing",Coursera,"University of London International Programmes","Education & Teaching","Teaching & Learning",https://www.coursera.org/course/dyslexiaintro,"1st Oct, 2014",6,https://d1a2y8pfnfh44t.cloudfront.net/d1a9463008fc11e4a5b3ed1020160a65/|||https://d15cw65ipctsrr.cloudfront.net/6d/4aa880352c11e4b89cffcbd250fdc9/iStock_000011854913_teacher--children.png
