"Course Id","Course Name",Provider,Universities/Institutions,"Parent Subject","Child Subject",Url,"Next Session Date",Length,Video(Url)
776,"Academia and the MOOC",Canvas.net,,"Education & Teaching",,https://www.canvas.net/,"15th Apr, 2013",,
777,"Datenmanagement mit SQL",openHPI,,"Computer Science",,https://open.hpi.de/courses/sql,"Self paced",,
778,"The Eurozone Crisis",MRUniversity,"George Mason University","Business & Management",,http://mruniversity.com/courses/eurozone-crisis,"Self paced",3,https://www.youtube.com/watch?v=UuZeqkPgVcI#!
779,"Economics of the Media",MRUniversity,"George Mason University","Social Sciences",Economics,http://mruniversity.com/courses/economics-media,"Self paced",4,https://www.youtube.com/watch?v=h6QQEbtydoA
780,"The American Housing Finance System",MRUniversity,,"Business & Management","Marketing & Finance",http://mruniversity.com/courses/american-housing-finance-system,"Self paced",18,https://www.youtube.com/watch?v=hcM38zw3tko
781,"Mexico's Economy: Current Prospects and History",MRUniversity,,"Business & Management",,http://mruniversity.com/courses/mexicos-economy-current-prospects-and-history,"Self paced",6,https://www.youtube.com/watch?v=JFtgUGU54VI
782,"Applied Real Estate",CourseSites,"Florida International University","Business & Management",,https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_241368_1,"Self paced",,
783,"Coasts and Communities",CourseSites,"University of Massachusetts Boston",Science,,https://openeducation.blackboard.com/mooc-catalog/courseDetails/view?course_id=_161_1,"Self paced",6,https://www.youtube.com/watch?v=cLsqH5Q7aME
784,"Designing an Exemplary Course",CourseSites,,"Education & Teaching",,https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_230722_1,"Self paced",,
785,"Entrepreneurship and New Ventures",CourseSites,"Florida International University","Business & Management",Entrepreneurship,https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_241229_1,"22nd Oct, 2013",13,
786,"Fundamentos para la Dirección de Proyectos",CourseSites,"Florida International University","Business & Management",,https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_241357_1,"Self paced",,
787,"Get Ready for College English",CourseSites,,Humanities,"Literature & Writing",https://emilyrosadomc.coursesites.com/,"30th Sep, 2013",7,
788,"Health Inequalities",CourseSites,"The University of Sheffield","Health & Medicine","Health & Society",https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_245612_1,"15th Jul, 2013",5,
789,"Health Technology Assessment",CourseSites,"The University of Sheffield","Health & Medicine","Health & Society",http://www.shef.ac.uk/scharr/prospective_students/moocs/htamooc,"20th Jun, 2014",6,https://www.youtube.com/watch?v=BOX_pEsH_qk
790,"Instructional Ideas and Technology Tools for Online Success",CourseSites,,"Education & Teaching",,https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_215194_1,"Self paced",,
791,"Legal Ethical Governance",CourseSites,"Florida International University",Humanities,,https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_257824_1,"Self paced",,
792,"Locating, Creating, Licensing and Utilizing OERs",CourseSites,"State University of New York","Education & Teaching",,https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_226718_1,"Self paced",,
793,Pre-Algebra,CourseSites,"Cuyahoga Community College","Mathematics and Stats","Basic Math & Calculus",https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_252232_1,"Self paced",,
794,"Project Management Basics",CourseSites,"Florida International University","Business & Management",,https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_257864_1,"Self paced",,
795,"Python for Informatics: Exploring Information",CourseSites,,"Computer Science",,https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_250824_1,"Self paced",,
796,"Sustainable Healthy Diets",CourseSites,"The University of Sheffield","Health & Medicine","Food, Exercise, and Nutrition",https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_245611_1,"17th Jun, 2013",5,
797,"The Basics of Exercise Programs for Older Adults",CourseSites,,"Health & Medicine","Food, Exercise, and Nutrition",https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_231029_1,"Self paced",,
798,"Universal Design and Accessibility for Online Learning",CourseSites,,"Education & Teaching",,https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_269867_1,"Self paced",,
799,"Introduction aux réseaux cellulaires",,"Institut Mines-Télécom","Computer Science",,https://courses.mooc.telecom-bretagne.eu/course/introductions-aux-reseaux-cellulaires/,"2nd Apr, 2013",11,https://www.youtube.com/watch?v=pDl7VMdO8xw
810,"UT.2.02x: Ideas of the Twentieth Century",edX,"The University of Texas at Austin",Humanities,"History & Philosophy",https://www.edx.org/course/ideas-twentieth-century-utaustinx-ut-2-02x,"27th Aug, 2014",14,http://www.youtube.com/watch?v=0qrlGDLYv84
811,"SPU27x: Science & Cooking: From Haute Cuisine to Soft Matter Science",edX,"Harvard University",Science,,https://www.edx.org/course/science-cooking-haute-cuisine-soft-harvardx-spu27x,"8th Oct, 2013",12,http://www.youtube.com/watch?v=vDGJWND1P28
812,"UT.3.02x: Age of Globalization",edX,"The University of Texas at Austin",Humanities,"History & Philosophy",https://www.edx.org/course/age-globalization-utaustinx-ut-3-02x,"27th Aug, 2014",14,http://www.youtube.com/watch?v=lfFaHUFEQB4
813,"UT.4.01x: Take Your Medicine - The Impact of Drug Development",edX,"The University of Texas at Austin","Health & Medicine","Disease and Medicine",https://www.edx.org/course/take-medicine-impact-drug-development-utaustinx-ut-4-01x,"16th Sep, 2013",9,http://www.youtube.com/watch?v=nEhg58i1d54
814,"UT.1.01x: Energy 101",edX,"The University of Texas at Austin",Science,"Earth Sciences",https://www.edx.org/course/energy-101-utaustinx-ut-1-01x,"15th Sep, 2013",11,https://www.youtube.com/watch?v=gdtuFKscxrA&feature=youtu.be
815,"Introduction to Thermodynamics: Transferring Energy from Here to There",Coursera,"University of Michigan",Science,,https://www.coursera.org/course/introthermodynamics,"2nd Feb, 2015",8,https://d1a2y8pfnfh44t.cloudfront.net/KC_9JH6PClo/|||https://d15cw65ipctsrr.cloudfront.net/64/d7db712c29c68f4db6970f5073d972/bigstockphoto_Gas_Energy_Flames_209173_EDIT.jpg
816,"Child Nutrition and Cooking 2.0",Coursera,"Stanford University","Health & Medicine","Food, Exercise, and Nutrition",https://www.coursera.org/learn/childnutrition,"Self paced",5,https://d1a2y8pfnfh44t.cloudfront.net/2b915ee0c2c511e3834b1fa346ab3378/|||https://d15cw65ipctsrr.cloudfront.net/45/16242684977f84465bfbb83aebc1b2/Just-Cook-Logo.jpg
817,"Guinea Pigs, Heroes & Desperate Patients: The History & Ethics of Human Research",Coursera,"Johns Hopkins University","Health & Medicine","Health & Society",https://www.coursera.org/course/humanresearch,NA,,
819,"Hippocrates Challenge",NovoED,"Stanford University","Health & Medicine","Disease and Medicine",https://novoed.com/hc,"31st Mar, 2015",,https://www.youtube.com/watch?v=y8RgYbSuQgM
820,"Sustainable Product Development",NovoED,"Stanford University","Business & Management",,https://novoed.com/sustainable-product-2014-1,"3rd Feb, 2014",6,https://www.youtube.com/watch?v=AIj99-itLs8
821,"Introduction to Classical Music",Coursera,"University of Michigan","Art & Design",Music,https://www.coursera.org/course/introtoclassical,NA,,https://d1a2y8pfnfh44t.cloudfront.net/Hr_PIOV8T8w/|||https://d15cw65ipctsrr.cloudfront.net/76/90e1775c6495b5d260e24780837e61/introtoclassical_Logo_3.jpg
822,"The Science of Safety in Healthcare",Coursera,"Johns Hopkins University","Health & Medicine","Health & Society",https://www.coursera.org/course/healthcaresafety,"2nd Jun, 2014",5,https://d1a2y8pfnfh44t.cloudfront.net/60a1d340d65111e3909d49052bbffa36/|||https://d15cw65ipctsrr.cloudfront.net/2a/31cc50352b11e4a20a15dee8e65a23/Science-of-safety-in-healthcare_600x340B_1_.png
824,"Computer Networks",Coursera,"University of Washington","Computer Science",,https://www.coursera.org/course/comnetworks,"6th Jan, 2014",,
825,"Introductory Physics I with Laboratory",Coursera,"Georgia Institute of Technology",Science,"Physics & Astronomy",https://www.coursera.org/course/phys1,"22nd Sep, 2014",11,https://d1a2y8pfnfh44t.cloudfront.net/rJm15gwqd-U/|||https://d15cw65ipctsrr.cloudfront.net/f9/9e45d0352c11e4b1518bb3518fcc93/Hero-Logo-Yellow.png
826,"Growing Old Around the Globe",Coursera,"University of Pennsylvania","Health & Medicine","Health & Society",https://www.coursera.org/course/oldglobe,"19th May, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/ls5wfHfKO7Y/|||https://d15cw65ipctsrr.cloudfront.net/ab/2fc660352c11e48bf3558061d6b8d2/Kagan-Intro-fancy-back-16.png
827,"First-Year Composition 2.0",Coursera,"Georgia Institute of Technology",Humanities,"Literature & Writing",https://www.coursera.org/course/gtcomp,"27th May, 2013",,https://d1a2y8pfnfh44t.cloudfront.net/Pt2VJzUqUBk/|||https://d15cw65ipctsrr.cloudfront.net/da/4cb1d0352c11e48170130ca7e70d6d/LMC-icon5.png
828,"Stat2.2x: Introduction to Statistics: Probability",edX,"University of California, Berkeley","Mathematics and Stats",Statistics,https://www.edx.org/course/introduction-statistics-probability-uc-berkeleyx-stat2-2x,"14th Apr, 2014",5,
829,"Consumer Behavior in Microeconomics",,,"Social Sciences",Economics,http://www.textbookvideos.com/consumer_behavior_mooc_-_begins_april_22_2013,"22nd Apr, 2013",7,
830,"Introduction to Psychology",Udacity,"San Jose State University","Social Sciences","Psychology & Sociology",https://www.udacity.com/course/ps001,"Self paced",10,https://www.youtube.com/watch?v=IhOHdV_2AFA
831,"Introduction to Programming in Java",Udacity,"San Jose State University","Computer Science",,https://www.udacity.com/course/cs046,"Self paced",10,https://www.youtube.com/watch?v=Wsp5Rrenoq4
832,"Caries Management by Risk Assessment (CAMBRA)",Coursera,"University of California, San Francisco","Health & Medicine",,https://www.coursera.org/course/cariesmanagement,"31st Mar, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/Tc9xq5fVyYY/|||https://d15cw65ipctsrr.cloudfront.net/54/0c21d0352911e4aeabbf8c949e23f9/newlogo.png
833,"So you want to work in the pharmaceutical industry?...Next Steps",CourseSites,"Dublin Institute of Technology","Health & Medicine",,https://www.coursesites.com/webapps/Bb-sites-course-creation-BBLEARN/courseHomepage.htmlx?course_id=_283311_1,"25th Nov, 2013",3,
834,"Building a Basic Website",,"University of Massachusetts Amherst","Computer Science",,http://www.umass.edu/journalism/mooc/,"20th May, 2013",6,
835,"Machine Learning",Coursera,"Stanford University","Computer Science","Artificial Intelligence",https://www.coursera.org/course/ml,"19th Jan, 2015",10,https://d1a2y8pfnfh44t.cloudfront.net/e0WKJLovaZg/|||https://d15cw65ipctsrr.cloudfront.net/30/d6ee30352d11e4b07f0965d0c0162f/large-icon.png
836,"Natural Language Processing",Coursera,"Stanford University","Computer Science","Artificial Intelligence",https://www.coursera.org/course/nlp,"12th Mar, 2012",,https://d1a2y8pfnfh44t.cloudfront.net/Fnr4A0tcU-M/|||https://d15cw65ipctsrr.cloudfront.net/35/dec5b0352d11e4b1518bb3518fcc93/large-icon.png
837,"Health for All Through Primary Health Care",Coursera,"Johns Hopkins University","Health & Medicine","Health & Society",https://www.coursera.org/course/healthforall,"28th Jan, 2015",5,https://d1a2y8pfnfh44t.cloudfront.net/fm0WZpswPaE/|||https://d15cw65ipctsrr.cloudfront.net/0f/e668172698609e9a3c8db29c1bb4fc/health4all_B-02.jpg
838,"Analytical Chemistry / Instrumental Analysis",Coursera,"Rice University",Science,"Chemistry, Biology, & Life Sciences",https://www.coursera.org/course/analyticalchem,"13th Jan, 2014",8,https://d1a2y8pfnfh44t.cloudfront.net/rWyUwM-GwgE/|||https://d15cw65ipctsrr.cloudfront.net/07/171070352d11e4ae1bdd88b9e8f59b/large-icon.png
839,"Clinical Terminology for International and U.S. Students",Coursera,"University of Pittsburgh","Health & Medicine",,https://www.coursera.org/course/clinicalterminology,"9th Feb, 2015",6,https://d1a2y8pfnfh44t.cloudfront.net/MuFuPFNfA7w/|||https://d15cw65ipctsrr.cloudfront.net/73/74dc188fa6f388c28b67e74362ce0f/MP900433088.jpg
840,"Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship",Coursera,"University of Maryland, College Park","Business & Management",Entrepreneurship,https://www.coursera.org/course/innovativeideas,"2nd Feb, 2015",4,https://d1a2y8pfnfh44t.cloudfront.net/1890632053d611e4a3ab01a087ac27d6/|||https://d15cw65ipctsrr.cloudfront.net/e7/9e8cf04fda11e498109b5e512eae88/Developing-Innovative-Ideas.jpg
842,"Citizenship and U.S. Immigration",Coursera,"Emory University",Humanities,"Politics, Law, and Society",https://www.coursera.org/course/immigration,"11th Feb, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/snIHU3CPu5o/|||https://d15cw65ipctsrr.cloudfront.net/eb/5707a0352c11e4b89cffcbd250fdc9/immigration-nologo-2.png
843,Pre-Calculus,Coursera,"University of California, Irvine","Mathematics and Stats","Basic Math & Calculus",https://www.coursera.org/course/precalculus,"23rd Jun, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/ZZ_GfZgYK3Q/|||https://d15cw65ipctsrr.cloudfront.net/e5/03280804e50fee3058d12b69011a91/math1b-course-logo.jpg
844,"Climate Literacy: Navigating Climate Change Conversations",Coursera,"The University of British Columbia",Humanities,"Politics, Law, and Society",https://www.coursera.org/course/climateliteracy,"30th Sep, 2013",10,https://d1a2y8pfnfh44t.cloudfront.net/zB6jr34HzZY/|||https://d15cw65ipctsrr.cloudfront.net/ec/65ea228b96d945a2bc954323b22fe3/Climate_Literacy-coursera-460pixels.jpg
845,"Introduction to Systematic Program Design - Part 1",Coursera,"The University of British Columbia","Computer Science",,https://www.coursera.org/course/programdesign,"4th Sep, 2013",10,https://d1a2y8pfnfh44t.cloudfront.net/_2O5CUVch-g/|||https://d15cw65ipctsrr.cloudfront.net/78/95379b3e2298c62886f84192aaf6ee/IntroSystematic_1280x720.jpg
846,"Analyse numérique pour ingénieurs",Coursera,"École Polytechnique Fédérale de Lausanne","Computer Science",,https://www.coursera.org/course/analysenumerique,"14th Feb, 2015",8,https://d1a2y8pfnfh44t.cloudfront.net/T7BbKhgI9Ro/|||https://d15cw65ipctsrr.cloudfront.net/11/746710352911e49a597321ba86b5f4/Analise-Numerique-v2-1200x680---300dpi.png
847,"Initiation à la programmation (en Java)",Coursera,"École Polytechnique Fédérale de Lausanne","Computer Science",,https://www.coursera.org/course/initprogjava,"5th Sep, 2014",7,https://d1a2y8pfnfh44t.cloudfront.net/9eabda800db211e4897785a4286a9aa5/|||https://d15cw65ipctsrr.cloudfront.net/fc/067aa005b511e492b55b7a03a9b107/Init-Java-final.jpg
848,"Initiation à la programmation (en C++)",Coursera,"École Polytechnique Fédérale de Lausanne","Computer Science",,https://www.coursera.org/course/initprogcpp,"19th Sep, 2014",8,https://d1a2y8pfnfh44t.cloudfront.net/ea31a4700dae11e49b9e39d20e021070/|||https://d15cw65ipctsrr.cloudfront.net/c1/aa241005b511e4bf6e4376edafd76d/Init-C__-final.jpg
849,"Introduction à la programmation orientée objet (en C++)",Coursera,"École Polytechnique Fédérale de Lausanne","Computer Science",,https://www.coursera.org/course/intropoocpp,"23rd Feb, 2015",7,https://d1a2y8pfnfh44t.cloudfront.net/f7019a000db011e48510afc9b50ef813/|||https://d15cw65ipctsrr.cloudfront.net/9e/4f6e7005b611e499298b2a2e57e395/intro-C__-final.jpg
850,"Video Games and Learning",Coursera,"University of Wisconsin–Madison","Education & Teaching",,https://www.coursera.org/course/videogameslearning,"3rd Oct, 2013",6,https://d1a2y8pfnfh44t.cloudfront.net/Fe06gJSFj6w/|||https://d15cw65ipctsrr.cloudfront.net/45/21e580352c11e4aa3c599183b828af/logo_final.png
851,"Introduction to Programming for Musicians and Digital Artists",Coursera,"California Institute of the Arts","Art & Design",Music,https://www.coursera.org/course/chuck101,"21st Oct, 2013",,https://d1a2y8pfnfh44t.cloudfront.net/bdjo9Z7G6Mk/|||https://d15cw65ipctsrr.cloudfront.net/07/60b208f85c8a1294621d334ea628d1/KapurA.jpg
852,"Aléatoire : une introduction aux probabilités ",Coursera,"École Polytechnique","Mathematics and Stats",Statistics,https://www.coursera.org/course/probas,"22nd Nov, 2014",13,https://d1a2y8pfnfh44t.cloudfront.net/4M1Iaa0jUJA/|||https://d15cw65ipctsrr.cloudfront.net/ab/adb7827745efc2137c916d1f4ac75fe8/logo-0.jpg
853,"El ABC del emprendimiento esbelto ",Coursera,"Tecnológico de Monterrey","Business & Management",,https://www.coursera.org/course/abcemprendimiento,"26th Jan, 2015",6,https://d1a2y8pfnfh44t.cloudfront.net/L3qoBvVKh9U/|||https://d15cw65ipctsrr.cloudfront.net/a4/17b340352b11e4a1481570b8fd189d/imagencursoortiz_2.png
854,"How Green Is That Product? An Introduction to Life Cycle Environmental Assessment",Coursera,"Northwestern University",Humanities,,https://www.coursera.org/course/introtolca,"25th Jan, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/FspgE_nNOwY/|||https://d15cw65ipctsrr.cloudfront.net/0b/2816c0352b11e49acdcfd9c2fca6c5/tree-logo-600x340.png
855,"Einführung in Computer Vision",Coursera,"Technische Universität München (Technical University of Munich)",Engineering,"Systems Engineering & Design",https://www.coursera.org/course/compvision,"19th Jan, 2015",10,https://d1a2y8pfnfh44t.cloudfront.net/4k36JRVtQ0w/|||https://d15cw65ipctsrr.cloudfront.net/3f/cb4a7c3ce0e6ac6a504ed714fcf59f/Course_Logo_Computer_Vision.jpg
856,"Science, Technology, and Society in China II: History of S&T in Chinese Society",Coursera,"The Hong Kong University of Science and Technology",Humanities,,https://www.coursera.org/course/stschina2,NA,,https://d1a2y8pfnfh44t.cloudfront.net/8L_6eMV-Fg0/|||https://d15cw65ipctsrr.cloudfront.net/b9/dba6086a4f56801c91e72b708230e5/stschina2-course-logo.jpg
857,"Science, Technology, and Society in China III: The Present & Policy Implications",Coursera,"The Hong Kong University of Science and Technology",Humanities,,https://www.coursera.org/course/stschina3,NA,,https://d1a2y8pfnfh44t.cloudfront.net/8L_6eMV-Fg0/|||https://d15cw65ipctsrr.cloudfront.net/3e/111c8ebdef8aab24ef1c1aa685ede2/stschina3-course-logo.jpg
858,"8.MReVx: Mechanics ReView",edX,"Massachusetts Institute of Technology",Science,,https://www.edx.org/course/mechanics-review-mitx-8-mrevx,"29th May, 2014",15,http://www.youtube.com/watch?v=WQ-7XZMqlSQ
859,"Digital ASIC Design",,"North Carolina State University",Engineering,"Electrical & Mechanical",http://go.distance.ncsu.edu/digital-asic/,"21st May, 2013",10,
860,"Foundations of Virtual Instruction",Coursera,"University of California, Irvine","Education & Teaching",,https://www.coursera.org/course/virtualinstruction,"12th Jan, 2015",5,https://d1a2y8pfnfh44t.cloudfront.net/aJ1wJaRCcow/|||https://d15cw65ipctsrr.cloudfront.net/1d/809b47eec770ec1ec8bcc871b8423e/Virtual-Instruction-Logo_Correct-Size.jpg
861,"Genetics and Society: A Course for Educators",Coursera,"American Museum of Natural History","Education & Teaching",,https://www.coursera.org/course/amnhgenetics,"2nd Feb, 2015",4,https://d1a2y8pfnfh44t.cloudfront.net/aPEbzkNpkRU/|||https://d15cw65ipctsrr.cloudfront.net/c1/a2948ad7001e855d2eb35f7c1d2827/course_genetics.jpg
862,"Evolution: A Course for Educators",Coursera,"American Museum of Natural History","Education & Teaching",,https://www.coursera.org/course/amnhevolution,"3rd Aug, 2015",4,https://d1a2y8pfnfh44t.cloudfront.net/bCSD60mFt6Q/|||https://d15cw65ipctsrr.cloudfront.net/60/02168b68a625e79e39db8433bdff14/course_evolution.jpg
863,"The Dynamic Earth: A Course for Educators",Coursera,"American Museum of Natural History","Education & Teaching",,https://www.coursera.org/course/amnhearth,"4th May, 2015",4,https://d1a2y8pfnfh44t.cloudfront.net/47GWI-qO4pQ/|||https://d15cw65ipctsrr.cloudfront.net/f4/1b12e45800bd0954e9efcb07cba332/earth_option1.jpg
864,"Student Thinking at the Core",Coursera,"Vanderbilt University",Humanities,,https://www.coursera.org/course/corethink,"12th Aug, 2014",7,https://d1a2y8pfnfh44t.cloudfront.net/3eb4877f0a2302397567adf83211e570/|||https://d15cw65ipctsrr.cloudfront.net/05/14b51d00de06b83d202b9e4e2900dc/coreThink_Icon.jpg
865,"Art and Inquiry: Museum Teaching Strategies For Your Classroom ",Coursera,"The Museum of Modern Art","Education & Teaching",,https://www.coursera.org/course/artinquiry,"3rd Mar, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/3BLzIAWI76k/|||https://d15cw65ipctsrr.cloudfront.net/dc/85bdee318e41f2bb4f99034a2e1587/Coursera_240x135.jpg
866,"Teaching Character and Creating Positive Classrooms ",Coursera,"Relay Graduate School of Education","Education & Teaching",,https://www.coursera.org/course/teachingcharacter,"11th Dec, 2014",5,https://d1a2y8pfnfh44t.cloudfront.net/v6KCaI5lfTA/|||https://d15cw65ipctsrr.cloudfront.net/73/5f37a47ea52014c85b0d97d516e17f/54_Frank-01015216.jpg
867,"Tinkering Fundamentals: A Constructionist Approach to STEM Learning",Coursera,Exploratorium,"Education & Teaching",,https://www.coursera.org/course/tinkering,"22nd Jul, 2015",6,https://d1a2y8pfnfh44t.cloudfront.net/cdd4cd60d4ed11e3b00837174adc0c34/|||https://d15cw65ipctsrr.cloudfront.net/59/df1c10352a11e485649b7db944a974/Tinkering_logo_with_dots_black_tm_RGB.png
868,"Re-Engineering Your Science Curriculum",Coursera,Exploratorium,"Education & Teaching",,https://www.coursera.org/course/teachengineering,"6th Apr, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/0e4efa30b96111e3a1a807e9e3b3c9df/|||https://d15cw65ipctsrr.cloudfront.net/a3/cf20f6ca30287f4a1aa8c88aa9d678/TI-Builders.jpg
869,"Effective Classroom Interactions: Supporting Young Children’s Development",Coursera,"University of Virginia","Education & Teaching",,https://www.coursera.org/course/earlychildhood,"22nd Oct, 2013",,https://d1a2y8pfnfh44t.cloudfront.net/BCVbqqK1e2w/|||https://d15cw65ipctsrr.cloudfront.net/6e/6a5fc6ea45cf14031527787c0e660f/CourseLogo.jpg
870,"Emerging Trends & Technologies in the Virtual K-12 Classroom",Coursera,"University of California, Irvine","Education & Teaching",,https://www.coursera.org/course/k12virtualtrends,"23rd Feb, 2015",5,https://d1a2y8pfnfh44t.cloudfront.net/eebbde90038911e49fb4754a65779992/|||https://d15cw65ipctsrr.cloudfront.net/50/46a370352b11e49dc56df018365453/Older-and-younger-fingers-on-Tablet.png
871,"Surviving Your Rookie Year of Teaching: 3 Key Ideas & High Leverage Techniques",Coursera,"Match Teacher Residency","Education & Teaching",,https://www.coursera.org/course/rookieteaching,"15th Aug, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/ce88f5d069bb11e3ad7f53e864f217b2/|||https://d15cw65ipctsrr.cloudfront.net/dd/7c6360352b11e4b28a5b9bdf8d9c55/Teacher-Brain_crop.png
872,"First Year Teaching (Elementary Grades) - Success from the Start",Coursera,"New Teacher Center","Education & Teaching",,https://www.coursera.org/course/start1styearteaching,"21st Jul, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/yHXPi7UUWY0/|||https://d15cw65ipctsrr.cloudfront.net/13/0d5690352911e4b28a5b9bdf8d9c55/success-from-start-3.png
873,"Coaching Teachers: Promoting Changes that Stick ",Coursera,"Match Teacher Residency","Education & Teaching",,https://www.coursera.org/course/coachingteachers,"3rd Oct, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/574c2870d63011e389cbf5288c47b8e2/|||https://d15cw65ipctsrr.cloudfront.net/b2/d09f00352b11e4aa3c599183b828af/this-one.png
874,"Foundations of Teaching for Learning 1: Introduction",Coursera,"Commonwealth Education Trust","Education & Teaching",,https://www.coursera.org/course/teach1,"1st Sep, 2014",4,https://d1a2y8pfnfh44t.cloudfront.net/e-dd6NABBd0/|||https://d15cw65ipctsrr.cloudfront.net/15/231730352911e485649b7db944a974/CET-Updated-H264-720p1.png
875,"Foundations of Teaching for Learning 2: Being a Teacher",Coursera,"Commonwealth Education Trust","Education & Teaching",,https://www.coursera.org/course/teach2,"20th Oct, 2014",6,https://d1a2y8pfnfh44t.cloudfront.net/4t1JCtUhhgM/|||https://d15cw65ipctsrr.cloudfront.net/40/678730352b11e49571adff5b3c00f3/CET-Updated-H264-720p2.png
876,"Foundations of Teaching for Learning 3: Learners and Learning",Coursera,"Commonwealth Education Trust","Education & Teaching",,https://www.coursera.org/course/teach3,"5th Jan, 2015",6,https://d1a2y8pfnfh44t.cloudfront.net/MFGl1ujn9wA/|||https://d15cw65ipctsrr.cloudfront.net/a5/f97620352c11e48170130ca7e70d6d/CET-Updated-H264-720p3.png
877,"Foundations of Teaching for Learning 4: Curriculum",Coursera,"Commonwealth Education Trust","Education & Teaching",,https://www.coursera.org/course/teach4,"23rd Feb, 2015",7,https://d1a2y8pfnfh44t.cloudfront.net/6818dd607e6a11e385bc8989c263e007/|||https://d15cw65ipctsrr.cloudfront.net/52/62dea0352911e49a597321ba86b5f4/CET-Updated-H264-720p4.png
878,"On the Hunt for Feedback: Self-Directed Teacher Improvement",Coursera,"Match Teacher Residency","Education & Teaching",,https://www.coursera.org/course/teacherfeedback,NA,,
879,"The Brain-Targeted Teaching® Model for 21st Century Schools",Coursera,"Johns Hopkins University","Education & Teaching",,https://www.coursera.org/course/braintargeted,NA,,
880,"Common Core in Action: Literacy in the Content Areas- Exploring Literacy Design Collaborative Template Tasks",Coursera,"New Teacher Center","Education & Teaching",,https://www.coursera.org/course/ccss-literacy1,"20th Oct, 2014",,https://d1a2y8pfnfh44t.cloudfront.net/On35jxRuaK0/|||https://d15cw65ipctsrr.cloudfront.net/6e/76a0120e653506dbb90cec15419020/literacy.jpg
881,"Common Core in Action: Math Classroom Challenges- Using Formative Assessment to Guide Instruction",Coursera,"New Teacher Center","Education & Teaching",,https://www.coursera.org/course/ccss-math1,"30th Mar, 2015",6,https://d1a2y8pfnfh44t.cloudfront.net/6oRZV7-p99s/|||https://d15cw65ipctsrr.cloudfront.net/bd/5fb8ed244974860205389315c4bbbc/mathteacher-student-whiteboard.jpg
882,"Foundations of Teaching for Learning 5: Planning for Teaching and Learning",Coursera,"Commonwealth Education Trust","Education & Teaching",,https://www.coursera.org/course/teach5,"4th May, 2015",6,https://d1a2y8pfnfh44t.cloudfront.net/fd0291d0d09711e3a575e17d6a22968b/|||https://d15cw65ipctsrr.cloudfront.net/c4/5bda10352a11e49374019bac019d2c/CET-Updated-H264-720p5.png
883,"Foundations of Teaching for Learning 6: Introduction to Student Assessment",Coursera,"Commonwealth Education Trust","Education & Teaching",,https://www.coursera.org/course/teach6,"26th Jan, 2015",6,https://d1a2y8pfnfh44t.cloudfront.net/1884fe50d0f911e3ab200fea3ae18289/|||https://d15cw65ipctsrr.cloudfront.net/e4/dc82c0352b11e488c8d9622ef02af4/CET-Updated-H264-720p6.png
884,"Foundations of Teaching for Learning 7: Being a Professional",Coursera,"Commonwealth Education Trust","Education & Teaching",,https://www.coursera.org/course/teach7,"16th Mar, 2015",6,https://d1a2y8pfnfh44t.cloudfront.net/e-dd6NABBd0/|||https://d15cw65ipctsrr.cloudfront.net/ed/5c9ba0352c11e49a597321ba86b5f4/CET-Updated-H264-720p7.png
