Course name,Course ID,Top Ten View Counts,Top Ten Course IDs,Top Ten Course Names
Course Name,Course Id
أساسيات التصوير الفوتوغرافي,3118,"0.642016806722689, 0.5105263157894737, 0.5, 0.5, 0.2909090909090909, 0.2705882352941177, 0.21176470588235297, 0.2, 0.19483065953654188, 0.16149732620320856","3133, 1072, 1012, 686, 1458, 3135, 3093, 3270, 3134, 3123","التفكير و المغالطات المنطقية, Discover Your Value, التقانة والمستشعرات النانوية, Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics, الأسس المكونة للموهبة والتميز والإبداع, مهارات التفاوض المهني, الاستاتيكا الهندسية, Art and Design Fundamentals for High School Students, إدارة المنظمات غير الحكومية NGOs, مهارات التفكير"
مكافحة العدوى بالمنشآت الصحية,3119,"0.19523809523809524, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.04033613445378151, 0.04033613445378151, 0.04033613445378151, 0.04033613445378151, 0.04033613445378151","1254, 1959, 1961, 2201, 384, 3139, 3101, 3124, 3089, 3157","Inside Cancer: How Genes Influence Cancer Development, Better Conversations with Aphasia, Perioperative Fluid Therapy, Cardiovascular Responses To Exercise, Medical Neuroscience, Ignite Your Everyday Creativity, التجارة الالكترونية, الفصل 2: بيت المقدس بين الاحتلال والتحرير 1099-1244, مقدمة في الهندسة الطبية وتطبيقاتها, Managing the Arts: Marketing for Cultural Organizations"
النشر الدولى فى مجال المحاسبة و التمويل,3120,"0.5, 0.5, 0.31176470588235294, 0.31176470588235294, 0.31176470588235294, 0.31176470588235294, 0.2850205198358413, 0.26176470588235295, 0.1625, 0.1","2571, 2118, 3130, 3101, 3122, 3134, 3129, 3133, 2294, 719","Financial Sustainability: The Numbers side of Social Enterprise, GestCamb101 - Gestire il cambiamento, مقدمة في بحوث العمليات, التجارة الالكترونية, إدارة الاستثمار الرياضي, إدارة المنظمات غير الحكومية NGOs, مبادىء الاقتصاد القياسي وتطبيقاته باستخدام برنامج التحليل الاحصائيSPSS, التفكير و المغالطات المنطقية, Foundations of E-Commerce , Continuidad y desarrollo de la empresa familiar"
الأدب السردي Literary Narrative,3121,"0.8742424242424243, 0.5833333333333334, 0.5492424242424243, 0.540909090909091, 0.39285714285714285, 0.34090909090909094, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.2833333333333333","1699, 2022, 3058, 1759, 356, 374, 1923, 2575, 2036, 989","How Writers Write Fiction, Write101x: English Grammar and Style, Adventures in Writing, Start writing fiction, Modern & Contemporary American Poetry, Algorithms: Design and Analysis, Part 1, Gerenciamento de Financas Pessoais (Personal Finance Management), Gestão Estratégica, How Writers Write Poetry, Thinking Like a Writer"
إدارة الاستثمار الرياضي,3122,"0.5, 0.39509803921568626, 0.31176470588235294, 0.26176470588235295, 0.26176470588235295, 0.25, 0.25, 0.2, 0.2, 0.2","461, 3101, 3120, 3133, 3136, 2981, 3073, 433, 1825, 2962","How to Build a Startup, التجارة الالكترونية, النشر الدولى فى مجال المحاسبة و التمويل, التفكير و المغالطات المنطقية, التراث العمراني للمملكة العربية السعودية, Introduction to Graphic Design, Essentials of Interior Design, Grow to Greatness: Smart Growth for Private Businesses, Part I, Acumen Essentials I: Intro to Moral Imagination and Challenges in Poverty Alleviation, XLS101x: Excel"
مهارات التفكير,3123,"0.5450980392156862, 0.5300186741363211, 0.45, 0.442156862745098, 0.43308823529411766, 0.4316993464052288, 0.403921568627451, 0.34509803921568627, 0.34090909090909094, 0.3333333333333333","3125, 3130, 2294, 1462, 3135, 3126, 3137, 3090, 2043, 1453","التقييم والتشخيص والتأهيل النفسى للأطفال, مقدمة في بحوث العمليات, Foundations of E-Commerce , مقدمة في علم التسويق, مهارات التفاوض المهني, أساسيات استرجاع المعلومات, مقدمة عن البحث في العلوم الاجتماعية والإنسانية, مدخل إلى برمجة مواقع الإنترنت باستخدام لغة Ruby, CMH100:  الصحة النفسيه للطفل, Genomic and Precision Medicine"
الفصل 2: بيت المقدس بين الاحتلال والتحرير 1099-1244,3124,"0.6784313725490195, 0.559285091543156, 0.532258064516129, 0.5232558139534884, 0.5, 0.5, 0.5, 0.40759803921568627, 0.40759803921568627, 0.3836161743138487","3125, 1278, 595, 381, 1768, 3132, 2324, 3131, 3091, 900","التقييم والتشخيص والتأهيل النفسى للأطفال, Understanding Terrorism and the Terrorist Threat, Computational Methods for Data Analysis, Introduction to Genetics and Evolution, Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives, الإشراف التربوي, World War 1: Changing Faces of Heroism, أسس ترجمة النصوص الدينية الإسلامية, مدخل إلى تاريخ الأندلس، الفردوس المفقود, Principles of Project Management"
التقييم والتشخيص والتأهيل النفسى للأطفال,3125,"1.25, 0.9171099290780141, 0.7499999999999999, 0.6784313725490195, 0.5837765957446809, 0.5450980392156862, 0.5450980392156862, 0.5, 0.5, 0.5","2294, 1464, 616, 3124, 2043, 3131, 3123, 1462, 1937, 1767","Foundations of E-Commerce , المدخل إلى الطب النفسي, Cryptography I, الفصل 2: بيت المقدس بين الاحتلال والتحرير 1099-1244, CMH100:  الصحة النفسيه للطفل, أسس ترجمة النصوص الدينية الإسلامية, مهارات التفكير, مقدمة في علم التسويق, Managing my money, Understanding Research Methods"
أساسيات استرجاع المعلومات,3126,"3.249299719887955, 1.445565953654189, 1.3084604699694211, 1.3018518518518518, 1.192223846060163, 0.8862307283359914, 0.8717105263157894, 0.7894135915235659, 0.7083333333333333, 0.5971328471328472","616, 1586, 3127, 2294, 3105, 835, 1579, 627, 1504, 2161","Cryptography I, Introduction to Computer Programming, خيرة العقول المسلمة في القرن العشرين, Foundations of E-Commerce , شبكات الحاسب - تحليل شبكات المعلومات, Machine Learning, StatLearning: Statistical Learning, Information Visualization, Concepts and methods in Epidemiology, Learning How to Learn: Powerful mental tools to help you master tough subjects"
خيرة العقول المسلمة في القرن العشرين,3127,"1.6666666666666665, 1.3084604699694211, 0.66714772865668, 0.6111111111111112, 0.5673202614379085, 0.5416666666666666, 0.5, 0.5, 0.5, 0.5","2294, 3126, 3133, 1183, 3107, 1200, 1454, 1182, 345, 616","Foundations of E-Commerce , أساسيات استرجاع المعلومات, التفكير و المغالطات المنطقية, SciWrite: Writing in the Sciences, إدارة الجودة, Contemporary Architecture, Logic: Language and Information 1, Introduction to Dynamical Systems and Chaos, Introduction to Finance, Cryptography I"
حقيقة الاختلافات بين الرجل والمرأة,3128,"2.0744096334185844, 1.437169234750073, 1.2772744870305845, 0.9994967092528069, 0.8571428571428571, 0.8233062330623306, 0.8185045948203843, 0.7073934837092732, 0.69993894993895, 0.6666666666666666","3135, 3129, 419, 3068, 2294, 1561, 1449, 2448, 835, 616","مهارات التفاوض المهني, مبادىء الاقتصاد القياسي وتطبيقاته باستخدام برنامج التحليل الاحصائيSPSS, Equine Nutrition, Making Government Work in Hard Places, Foundations of E-Commerce , ColWri2.2: English Grammar and Essay Writing, A beginners’ guide to writing in English for university study, Introduction to Cyber Security, Machine Learning, Cryptography I"
مبادىء الاقتصاد القياسي وتطبيقاته باستخدام برنامج التحليل الاحصائيSPSS,3129,"1.437169234750073, 1.197076023391813, 0.6611111111111111, 0.5439411536972513, 0.5350205198358413, 0.5010442773600668, 0.5, 0.5, 0.5, 0.5","3128, 1449, 835, 419, 3086, 3010, 2704, 1178, 1669, 3334","حقيقة الاختلافات بين الرجل والمرأة, A beginners’ guide to writing in English for university study, Machine Learning, Equine Nutrition, مبادئ الإقتصاد, The Governance of Nonprofit Organizations, Idea Generation Methods, Programming Mobile Applications for Android Handheld Systems: Part 1, Análisis Estadístico Básico con SPSS, Introduction to Statistics for the Social Sciences"
مقدمة في بحوث العمليات,3130,"1.2777297392386906, 1.1960627134540178, 1.1666666666666665, 1.0219096334185849, 0.9666666666666667, 0.8928571428571428, 0.8796296296296295, 0.8333333333333333, 0.7185185185185186, 0.6851851851851851","3131, 2406, 840, 3134, 1462, 900, 2112, 1372, 1559, 2294","أسس ترجمة النصوص الدينية الإسلامية, Mining Massive Datasets, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, إدارة المنظمات غير الحكومية NGOs, مقدمة في علم التسويق, Principles of Project Management, How to Succeed in College, Globalization of Business Enterprise, Storytelling for Change, Foundations of E-Commerce "
أسس ترجمة النصوص الدينية الإسلامية,3131,"1.2777297392386906, 0.8428571428571429, 0.7685185185185185, 0.7, 0.5450980392156862, 0.5428571428571429, 0.5369279484368998, 0.5125, 0.5, 0.4944444444444444","3130, 1561, 2975, 2910, 3125, 1352, 3133, 2022, 2248, 1417","مقدمة في بحوث العمليات, ColWri2.2: English Grammar and Essay Writing, GE001x: The Art of Teaching, EMC2x: The Einstein Revolution, التقييم والتشخيص والتأهيل النفسى للأطفال, Warhol, التفكير و المغالطات المنطقية, Write101x: English Grammar and Style, How to Succeed at: Writing Applications, The Human Body as a Machine"
الإشراف التربوي,3132,"1.123160173160173, 0.711111111111111, 0.7, 0.6857142857142857, 0.6666666666666666, 0.598917748917749, 0.5588235294117647, 0.5155844155844156, 0.5, 0.5","884, 1458, 2290, 1724, 874, 877, 1462, 903, 1333, 1464","Foundations of Teaching for Learning 7: Being a Professional, الأسس المكونة للموهبة والتميز والإبداع, Bioinformatics Algorithms (Part 2) , Principles of Computing (Part 1), Foundations of Teaching for Learning 1: Introduction, Foundations of Teaching for Learning 4: Curriculum, مقدمة في علم التسويق, Teaching Adult Learners, ColWri2.1x: Principles of Written English, Part 1, المدخل إلى الطب النفسي"
التفكير و المغالطات المنطقية,3133,"0.66714772865668, 0.642016806722689, 0.6307331628303495, 0.6111111111111112, 0.5445324096981693, 0.5369279484368998, 0.5, 0.5, 0.5, 0.5","3127, 3118, 3135, 1935, 3027, 3131, 1844, 1004, 1561, 2383","خيرة العقول المسلمة في القرن العشرين, أساسيات التصوير الفوتوغرافي, مهارات التفاوض المهني, Forensic psychology: witness investigation, HumBio101x: Essential Human Biology: Cells and Tissues, أسس ترجمة النصوص الدينية الإسلامية, Better Leader, Richer Life, Online Advertising, ColWri2.2: English Grammar and Essay Writing, Disciplinary Literacy for Deeper Learning"
إدارة المنظمات غير الحكومية NGOs,3134,"1.5024729002677613, 1.0219096334185849, 0.5526315789473684, 0.5333333333333333, 0.5245785652762397, 0.5178571428571429, 0.5166666666666667, 0.5117647058823529, 0.5, 0.5","3135, 3130, 608, 1526, 2823, 2595, 1459, 3087, 1413, 3027","مهارات التفاوض المهني, مقدمة في بحوث العمليات, 14.73x: The Challenges of Global Poverty, 80512073X: Financial Analysis and Decision Making, Introduction to Public Speaking: Impromptu Speaking, BA_104: مهارات مقابلة العمل, كيف تفكر الآلات - مقدمة في تقنيات الحوسبة, البرمجة باستخدام ماتلاب MATLAB, Social Entrepreneurship, HumBio101x: Essential Human Biology: Cells and Tissues"
مهارات التفاوض المهني,3135,"2.0744096334185844, 1.5024729002677613, 1.3814935064935066, 0.7178571428571429, 0.6499999999999999, 0.6307331628303495, 0.5888017429193899, 0.5833333333333333, 0.5785763000852514, 0.5333333333333333","3128, 3134, 902, 900, 1786, 3133, 3143, 2294, 3130, 616","حقيقة الاختلافات بين الرجل والمرأة, إدارة المنظمات غير الحكومية NGOs, Strategic Management, Principles of Project Management, Learn how to lead, التفكير و المغالطات المنطقية, Market Analysis at the Bottom of the Pyramid, Foundations of E-Commerce , مقدمة في بحوث العمليات, Cryptography I"
التراث العمراني للمملكة العربية السعودية,3136,"1.135714285714286, 0.7569848404724131, 0.75, 0.6233333333333334, 0.6111111111111112, 0.6076239191328705, 0.5, 0.5, 0.5, 0.48216604367499505","3073, 3243, 1728, 983, 1297, 3137, 694, 2552, 3228, 3135","Essentials of Interior Design, 04831750.1x: C++ Programming | C++程序设计, Software Security , Design 101 (or Design Basics), Chemistry – Building Blocks of the World, مقدمة عن البحث في العلوم الاجتماعية والإنسانية, Creating Site-Specific Dance and Performance Works, 60240013x: Combinatorial Mathematics, Essentials for English Speeches and Presentations  英语演讲与演示, مهارات التفاوض المهني"
مقدمة عن البحث في العلوم الاجتماعية والإنسانية,3137,"7.079658605974395, 0.8181201444359338, 0.8101449275362319, 0.7, 0.7, 0.6166666666666667, 0.6076239191328705, 0.5796586059743954, 0.5714285714285714, 0.5357142857142857","340, 3267, 3152, 1333, 3163, 976, 3136, 922, 1464, 3162","Algorithms, Part II, Empowering Yourself as a Digital Citizen, Robotic Vision, ColWri2.1x: Principles of Written English, Part 1, Environmental Justice, The Emergence of the Modern Middle East - Part I, التراث العمراني للمملكة العربية السعودية, Analytic Combinatorics, المدخل إلى الطب النفسي, The Enterprise Shed: Making Ideas Happen"
Public Policy Challenges of the 21st Century,3138,"2.573148148148148, 2.0013539567873933, 1.9916666666666665, 1.875525367507087, 1.7850931436669975, 1.7452704391384106, 1.5595050942237645, 1.5555555555555556, 1.3656039497138566, 1.358103553696774","2406, 3140, 2989, 3193, 522, 1280, 2609, 374, 710, 1561","Mining Massive Datasets, Powerful Tools for Teaching and Learning: Web 2.0 Tools, Engaging Citizens:  A Game Changer for Development?, From International Relations to Global Politics, Introduction to Guitar, Decision Skills: Power Tools to Build Your Life, Common Sense Economics for Life!, Algorithms: Design and Analysis, Part 1, Inspiring Leadership through Emotional Intelligence, ColWri2.2: English Grammar and Essay Writing"
Ignite Your Everyday Creativity,3139,"15.071945852581743, 8.638662275292383, 8.046439097911062, 7.764070450111008, 7.75421622339209, 7.005196178612664, 6.887639941476148, 6.581668126559431, 6.456261340734235, 6.290494823074483","649, 905, 2823, 370, 1844, 900, 408, 1004, 2610, 894","Design Thinking for Business Innovation, Writing for the Web, Introduction to Public Speaking: Impromptu Speaking, Introduction to Mathematical Thinking, Better Leader, Richer Life, Principles of Project Management, An Introduction to Interactive Programming in Python (Part 1), Online Advertising, Employability Skills for Industry, Financial Literacy"
Powerful Tools for Teaching and Learning: Web 2.0 Tools,3140,"9.19993029483161, 5.483296530825426, 4.127486704502467, 3.5621050149513143, 3.4245192382911114, 3.267933502680823, 3.225068681318682, 3.1655062135085172, 2.8239487409309083, 2.702686159722415","2975, 3139, 2582, 1561, 2135, 3174, 1929, 1280, 1243, 2406","GE001x: The Art of Teaching, Ignite Your Everyday Creativity, English for Teaching Purposes, ColWri2.2: English Grammar and Essay Writing, Exploring English: Language and Culture, Personalized and Student-Centered Learning, Shaping the Way We Teach English, 2: Paths to Success in ELT, Decision Skills: Power Tools to Build Your Life, Begin Programming: Build your First Mobile Game, Mining Massive Datasets"
Readings that Matter: Letter from Birmingham Jail,3141,"4.4234629798813385, 1.7781746031746033, 1.2, 1.198668714797747, 1.1633109968313333, 1.0337301587301586, 1.0311689184647441, 0.9749338624338624, 0.933954134601066, 0.8827956989247312","3058, 766, 2928, 2352, 627, 1442, 2981, 2135, 1593, 1586","Adventures in Writing, Crafting an Effective Writer: Tools of the Trade (Fundamental English Writing), Behavior Analysis & Therapy and Autism Spectrum Disorders, The Music of the Rolling Stones, 1962-1974, Information Visualization, Shakespeare's Hamlet: text, performance, and culture, Introduction to Graphic Design, Exploring English: Language and Culture, Introduction to Sociology, Introduction to Computer Programming"
Growing Prosperity: Developing Repeatable Models® to Scale the Adoption  of Agriculture Innovations,3142,"1.239912854030501, 0.8018518518518518, 0.7483164983164983, 0.6462331649831651, 0.6460703648203648, 0.5085185185185186, 0.5, 0.5, 0.5, 0.5","3138, 962, 3023, 2975, 2406, 1559, 1146, 2569, 3027, 3022","Public Policy Challenges of the 21st Century, Project Management for Business Professionals, Human Rights: Global & Local Protection, GE001x: The Art of Teaching, Mining Massive Datasets, Storytelling for Change, The Great Depression to the War on Terror: Enter the World Stage, Truth, Trust, Tribes & Trial: Marketing with dignity at the base of the pyramid, HumBio101x: Essential Human Biology: Cells and Tissues, Architecture 101 - Part III From Space to Architecture"
Market Analysis at the Bottom of the Pyramid,3143,"5.66659954570339, 4.809428238325704, 4.490108627693432, 4.4159897428279775, 3.8214229801573696, 3.7481128757513393, 3.5117391392031183, 3.448467427862727, 3.431832602026844, 3.1817483155117294","3139, 649, 2708, 460, 1004, 1261, 905, 894, 1826, 902","Ignite Your Everyday Creativity, Design Thinking for Business Innovation, Innovation for Entrepreneurs: From Idea to Marketplace, Introduction to Computational Finance and Financial Econometrics, Online Advertising, The Secret Power of Brands, Writing for the Web, Financial Literacy, Making Sense of Social Impact: Acumen’s Building Blocks for Impact Analysis, Strategic Management"
Networking for Change Makers,3144,"2.024312559271394, 1.771226240995202, 1.5822231879076245, 1.2778776291934184, 1.2555888626275438, 1.2456835781996107, 1.2075091575091574, 1.2045021645021645, 1.0618548274010458, 1.0443105241089543","2671, 2571, 1280, 902, 2609, 3143, 2569, 1346, 3146, 2823","Board strategy for Social Enterprise: Best practices to maximize your Impact, Financial Sustainability: The Numbers side of Social Enterprise, Decision Skills: Power Tools to Build Your Life, Strategic Management, Common Sense Economics for Life!, Market Analysis at the Bottom of the Pyramid, Truth, Trust, Tribes & Trial: Marketing with dignity at the base of the pyramid, Introduction to SAP HANA Cloud Platform, Lean Data Approaches to Measure Social Impact, Introduction to Public Speaking: Impromptu Speaking"
Scaling Smart: How to Grow Your Impact,3145,"3.6256838677891308, 3.000367233683846, 2.5111610762676118, 2.432888698527149, 1.6222167755991286, 1.4127536711350257, 1.364681886205512, 1.3222777972493198, 1.2118804412545052, 1.204626505856014","3146, 2253, 1371, 902, 1572, 1381, 3209, 3139, 2731, 864","Lean Data Approaches to Measure Social Impact, How to Succeed at: Interviews, International Leadership and Organizational Behavior, Strategic Management, Understanding Modern Business and Organisations, Introduction to Systems Engineering, D101x: Death 101: Shaping the Future of Global Health, Ignite Your Everyday Creativity, Fog Networks and the Internet of Things, Student Thinking at the Core"
Lean Data Approaches to Measure Social Impact,3146,"3.6256838677891308, 2.713535846187328, 2.6789195210247843, 1.6463992639523042, 1.574478416651583, 1.2111111111111112, 1.201076136669357, 1.156223358908781, 1.119222568492922, 1.0812961761029625","3145, 3143, 1826, 902, 2809, 3082, 3253, 819, 2253, 900","Scaling Smart: How to Grow Your Impact, Market Analysis at the Bottom of the Pyramid, Making Sense of Social Impact: Acumen’s Building Blocks for Impact Analysis, Strategic Management, ENGRI1210x: The Computing Technology Inside Your Smartphone, JavaScript Design Patterns, Intro to Relational Databases, Hippocrates Challenge, How to Succeed at: Interviews, Principles of Project Management"
Mécanique II,3147,"1.25, 1.1358695652173914, 1.0102564102564102, 0.5898676760896473, 0.5714285714285714, 0.5, 0.5, 0.4443817894272899, 0.40476190476190477, 0.35899854522051633","1048, 1622, 691, 3151, 1538, 835, 3243, 1618, 3152, 1605","Mécanique I, MF201x: Mecanique des Fluides, Initiation à la théorie des distributions, Introduction to Robotics, Introduction to Clinical Neurology, Machine Learning, 04831750.1x: C++ Programming | C++程序设计, EE-102Bx: Electrotechnique II, Robotic Vision, Éléments de Géomatique"
IQ101.4x: Reacciones Químicas y Cálculos Estequiométricos,3148,"0.8333333333333333, 0.43333333333333335, 0.3333333333333333, 0.3333333333333333, 0.29634787654589634, 0.29634787654589634, 0.29634787654589634, 0.25, 0.25, 0.25","3221, 2872, 2271, 1403, 3149, 3066, 3060, 2656, 1530, 2686","Cultural Studies and Modern Languages: an Introduction, An Introduction to American Law, Mini Medical School, The Addicted Brain, IQ101.3x: Formulación y nomenclatura de compuestos químicos, IQ101.1x: Introducción a la estructura de la materia, IQ101.2x: El enlace químico y las interacciones moleculares, ASLCx: Advanced Spanish Language and Culture, Corrección y Estilo en Español, Quijote501x: La España de El Quijote"
IQ101.3x: Formulación y nomenclatura de compuestos químicos,3149,"0.5, 0.5, 0.5, 0.41025641025641024, 0.3333333333333333, 0.29634787654589634, 0.29634787654589634, 0.29634787654589634, 0.26666666666666666, 0.2","374, 1606, 435, 1456, 3007, 3148, 3066, 3060, 1297, 2637","Algorithms: Design and Analysis, Part 1, Understanding the Brain: The Neurobiology of Everyday Life, Planet Earth...and You!, Introduction to Physical Chemistry, Astronomy: Exploring Time and Space, IQ101.4x: Reacciones Químicas y Cálculos Estequiométricos, IQ101.1x: Introducción a la estructura de la materia, IQ101.2x: El enlace químico y las interacciones moleculares, Chemistry – Building Blocks of the World, DART.ENVS.01.X: Introduction to Environmental Science"
Global Affairs Final Project,3150,"","",""
Introduction to Robotics,3151,"17.82936447868639, 15.830341279763939, 6.868883298161067, 6.698555475504273, 6.696893965709614, 5.8707214808248835, 5.776148563656348, 5.536140908763951, 5.42169151164149, 4.935397473893571","1475, 3152, 564, 319, 444, 2733, 408, 1724, 2466, 3166","Mobile Robotics, Robotic Vision, Introduction to Engineering Mechanics, Artificial Intelligence for Robotics, 6.002x: Circuits and Electronics, Pattern Discovery in Data Mining, An Introduction to Interactive Programming in Python (Part 1), Principles of Computing (Part 1), Introduction to Electronics, Ten Things Every Engineer Should Know About Materials Science"
Robotic Vision,3152,"15.830341279763939, 6.851515464735601, 6.516298143325567, 5.576460612063465, 5.438097405723797, 5.040730933362837, 4.53827637385359, 4.06682182055475, 2.9192883402631185, 2.6218166947344486","3151, 1022, 724, 319, 592, 322, 1475, 1719, 2445, 835","Introduction to Robotics, CS 4495, Computer Vision, Fundamentals of Digital Image and Video Processing, Artificial Intelligence for Robotics, Introduction to Artificial Intelligence, Computer Vision: The Fundamentals, Mobile Robotics, Practical Machine Learning, Process Mining: Data science in Action, Machine Learning"
AIDS: Fear and Hope,3153,"5.978228760486824, 2.2831939945286432, 1.691291551585669, 1.625946692960855, 1.6157874260815437, 1.436371724417265, 1.180900072914235, 1.1249815175336997, 1.0322918911154204, 1.0073827980804724","2966, 3154, 2344, 1561, 1887, 3215, 1496, 2574, 3002, 508","PHYS024.1x: How Stuff Moves, Part 1: Linear Motion, Tropical Parasitology: Protozoans, Worms, Vectors and Human Diseases, Introduction to Cataract Surgery, ColWri2.2: English Grammar and Essay Writing, Vital Signs: Understanding What the Body Is Telling Us, BIO101x: The Immune System: New Developments in Research - Part 1, 6.041x: Introduction to Probability - The Science of Uncertainty, Teaching and Assessing Clinical Skills, Ebola: Symptoms, History and Origins, AIDS"
"Tropical Parasitology: Protozoans, Worms, Vectors and Human Diseases",3154,"4.19197796031492, 2.2831939945286432, 1.7603558807893172, 1.6744385647828977, 1.4206441881963703, 1.3177978883861237, 1.1776315789473684, 1.0635013310535133, 0.9733062330623306, 0.8406862745098039","1538, 3153, 3203, 1418, 839, 733, 888, 2574, 896, 3002","Introduction to Clinical Neurology, AIDS: Fear and Hope, Bacteria and Chronic Infections, Understanding Common Diseases, Clinical Terminology for International and U.S. Students, Epidemiology: The Basic Science of Public Health, Case-Based Introduction to Biostatistics, Teaching and Assessing Clinical Skills, Food, Nutrition & Your Health, Ebola: Symptoms, History and Origins"
Economic Growth and Distributive Justice,3155,"2.163863732114099, 1.6788339569724076, 1.1676385230070683, 1.1311009493490312, 1.0708333333333333, 0.9707017098321447, 0.9691026827012027, 0.9378565201145845, 0.9131535947712418, 0.8929875193033088","976, 1371, 2989, 3138, 2841, 608, 890, 1383, 3159, 3179","The Emergence of the Modern Middle East - Part I, International Leadership and Organizational Behavior, Engaging Citizens:  A Game Changer for Development?, Public Policy Challenges of the 21st Century, Financial Markets 金融市场（中文版）, 14.73x: The Challenges of Global Poverty, Great Economists: Classical Economics and its Forerunners, Public Economics, Emotions: a Philosophical Introduction, Louv5x: International Law"
Droit international et droit comparé: regards croisés,3156,"0.9659090909090909, 0.7, 0.6920995670995671, 0.6111111111111112, 0.5976190476190476, 0.5909090909090909, 0.5833333333333333, 0.5277777777777778, 0.5222222222222223, 0.5","3158, 3368, 3183, 1783, 543, 3155, 565, 1879, 875, 1737","Rédaction de contrats, Workers' Rights in a Global Economy, Louv7x: Psychologie de la négociation, JPAL101x: Evaluating Social Programs, English Common Law: Structure and Principles, Economic Growth and Distributive Justice, The Law of the European Union: An Introduction, Droit des entreprises, Foundations of Teaching for Learning 2: Being a Teacher, 面向对象技术高级课程（The Advanced Object-Oriented Technology）"
Managing the Arts: Marketing for Cultural Organizations,3157,"1.9905220105387864, 1.6945472539949282, 1.687912087912088, 1.6495822890559733, 1.6465397163818454, 1.600532159472033, 1.588190266755588, 1.538742599644855, 1.4915445665445666, 1.4895833333333333","3143, 1826, 900, 754, 3176, 840, 3139, 3177, 902, 3004","Market Analysis at the Bottom of the Pyramid, Making Sense of Social Impact: Acumen’s Building Blocks for Impact Analysis, Principles of Project Management, Business 101, Understanding Customer Experience, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Ignite Your Everyday Creativity, Mastering Service Innovation, Strategic Management, Caring for Vulnerable Children"
Rédaction de contrats,3158,"1.1419491525423728, 0.9659090909090909, 0.7916666666666666, 0.7083333333333333, 0.6387006415469414, 0.625, 0.6080307464702666, 0.5761904761904761, 0.5707157070016167, 0.5389188495120698","2872, 3156, 1596, 3159, 2300, 766, 2910, 345, 2858, 1561","An Introduction to American Law, Droit international et droit comparé: regards croisés, Introduction aux droits de l’homme, Emotions: a Philosophical Introduction, ABC De La Gestion de projet, Crafting an Effective Writer: Tools of the Trade (Fundamental English Writing), EMC2x: The Einstein Revolution, Introduction to Finance, Введение в российское налоговое право (Introduction to the Russian Tax Law), ColWri2.2: English Grammar and Essay Writing"
Emotions: a Philosophical Introduction,3159,"1.812072552770227, 1.6773809523809524, 1.3356273685114295, 1.2075414781297136, 0.9498667998667998, 0.9131535947712418, 0.897365434643459, 0.8800919430714826, 0.8077380952380953, 0.7472293265132139","354, 1916, 1606, 2940, 1416, 3155, 3140, 2943, 3184, 1759","Introduction to Sociology, Introduction to Behavioral Science Degree Programs, Understanding the Brain: The Neurobiology of Everyday Life, Miracles of Human Language: An Introduction to Linguistics, Sociology, Economic Growth and Distributive Justice, Powerful Tools for Teaching and Learning: Web 2.0 Tools, Positive Psychology , ColWri3.6x: ""Dracula"" by Stoker: BerkeleyX Book Club, Start writing fiction"
The Impact of Nursing,3160,"2.2976715203715945, 2.1563331746214844, 1.686626196622892, 1.1111111111111112, 1.0834518076224704, 1.0547008547008545, 1.0232558139534884, 1.0, 0.9612359550561798, 0.8472222222222221","3161, 898, 1887, 3004, 3015, 2133, 3189, 1975, 657, 3225","Clinical Supervision with Confidence, Introduction to Nursing in Healthcare, Vital Signs: Understanding What the Body Is Telling Us, Caring for Vulnerable Children, Medicine and the Arts: Humanising Healthcare, Psychology and Mental Health: Beyond Nature and Nurture, Wine101x: World of Wine: From Grape to Glass, Dysphagia: Swallowing Difficulties and Medicines, Interprofessional Healthcare Informatics , Applied Regression Analysis"
Clinical Supervision with Confidence,3161,"2.993870557388924, 2.2976715203715945, 2.0218154687194936, 2.0039582327784573, 1.821896266500366, 1.7894313707515954, 1.6811705955790555, 1.6587459270342368, 1.2651248439450686, 1.263266664582454","1887, 3160, 1037, 1851, 1471, 2891, 733, 819, 3315, 3267","Vital Signs: Understanding What the Body Is Telling Us, The Impact of Nursing, Design and Interpretation of Clinical Trials, The Science of Medicines, Emergency Management, CPR, AED and First Aid, Epidemiology: The Basic Science of Public Health, Hippocrates Challenge, American Health Policy: The Structure of the American Health Care System (Part I of II), Empowering Yourself as a Digital Citizen"
The Enterprise Shed: Making Ideas Happen,3162,"4.857103952692188, 4.809305210553823, 3.5290152912017327, 2.9218154256744278, 2.917710400994203, 2.7918483709273185, 2.28203751909072, 1.7793877283151243, 1.6674066236703509, 1.663074786384588","3163, 554, 461, 1413, 1797, 727, 840, 2707, 2722, 2782","Environmental Justice, Exploring Quantum Physics, How to Build a Startup, Social Entrepreneurship, Introduction to VBA/Excel Programming, Content Strategy for Professionals 1: Engaging Audiences for Your Organization, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Scaling operations: Linking strategy and execution, Essentials of Entrepreneurship: Thinking & Action, Project Management: The Basics for Success "
